,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,eucnide spp,eucnide spp,blighia sapida,strycnhos nux-vomica,,eucnide spp_dermatitis,,,phytolacca americana_mitogenic effects,
1,gelsemium sempervirens,gelsemium sempervirens,sapindus spp,logania,,gelsemium sempervirens_cns problems,,,rhamnus purshiana_medicinal uses,
2,spigelia spp,spigelia spp,atropa belladonna,fagopyrin,,gelsemium sempervirens_respiratory problems,,,brugmansia spp_unknown,
3,heimia salicifolia,heimia salicifolia,apium graveolens,protea,,spigelia spp_convulsions,,,strelitzia spp_unknown,
4,illicium anisatum,illicium anisatum,,coffee arabica,,spigelia spp_gi problems,,,aethusa cynapium_cicutoxin-like alcohol and coniine,
5,magnolia,magnolia grandiflora,,poincirus trifoliata,,heimia salicifolia_cns problems,,,ammi majus_furocoumarins,
6,magnolia grandiflora,gossypium spp,,simarouba,,illicium anisatum_convulsions,,,anthriscus sylvestris_furocoumarins,
7,gossypium spp,malva parviflora,,mezereum,,illicium anisatum_coma,,,apium graveolens_furocoumarins,
8,malva parviflora,melia azedarach,,apium graveolen,,illicium anisatum_gi problems,,,cicuta spp_cicutoxin (alcohol,
9,melia azedarach,swietenia mahagoni,,symptomsamaryllis,,magnolia grandiflora_dermatitis,,,conium maculatum_coniine,
10,swietenia mahagoni,melianthus spp,,,,gossypium spp_cardiac failure,,,cymopterus watsonii_furocoumarins,
11,melianthus,cocculus indicus,,,,gossypium spp_gi problems,,,daucus carota_furocoumarins,
12,melianthus spp,menispermum canadense,,,,gossypium spp_male sterility,,,daucus carota_unknown,
13,cocculus indicus,ficus spp,,,,malva parviflora_cns disturbances,,,heracleum lanatum_unknown,
14,menispermum canadense,maclura pomifera,,,,malva parviflora_shivers,,,oenanthe crocata_oenanthotoxin (alcohol,
15,ficus spp,morus spp,,,,melia azedarach_cns problems,,,pastinaca sativa_furocoumarins,
16,maclura pomifera,myoporum laetum,,,,melia azedarach_death,,,sium suave_unknown,
17,morus spp,myristica fragrans,,,,melia azedarach_gi problems,,,sphenosciadium capitellatum_unknown,
18,myoporum,eucalyptus spp,,,,swietenia mahagoni_cv problems,,,hesperocnide tenella_histamines,
19,myoporum laetum,melaleuca quinquenervia,,,,swietenia mahagoni_gi problems,,,"laportea spp_acetylcholine, 5-hydroxytryptamine",
20,myristica fragrans,mirabilis jalapa,,,,melianthus spp_cv problems,,,urtica spp_histamines,
21,eucalyptus spp,ligustrum spp,,,,melianthus spp_death,,,aloysia lycioides_unknown,
22,melaleuca quinquenervia,cypripedium spp,,,,cocculus indicus_convulsions,,,duranta repens_hcn glycosides; saponins,
23,mirabilis jalapa,oxalis pes-caprae,,,,cocculus indicus_coma,,,lantana camara_lantadene a & b,
24,ligustrum spp,areca catechu,,,,cocculus indicus_gi problems,,,phoradendron serotinum_phoratoxin (lectin,
25,cypripedium spp,caryota spp,,,,menispermum canadense_gi problems,,,viscum album_viscumin & viscotoxin (lectins,
26,oxalis pes-caprae,argemone spp,,,,ficus spp_dermatitis,,,parthenocissus spp_unknown irritant,
27,oxalis,chelidonium majus,,,,ficus spp_photodermatitis,,,kallstroemia hirsutissima_unknown,
28,areca catechu,papaver sominferum,,,,maclura pomifera_mechanical obstruction,,,peganum harmala_indole alkaloids,
29,caryota spp,papaver spp,,,,morus spp_cns problems,,,tribulus terrestris_saponins,
30,argemone spp,sanguinaria canadensis,,,,morus spp_dermatitis,,,hippeastrum spp_unknown,
31,chelidonium majus,phytolacca americana,,,,morus spp_gi problems,,,colchicum autumnale_unknown,
32,papaver sominferum,rivina humilis,,,,myoporum laetum_convulsions,,,begonia spp_unknown,
33,papaver spp,pittosporum spp,,,,myoporum laetum_coma,,,caesalpinia gillesii_unknown,
34,sanguinaria canadensis,plumbago spp,,,,myoporum laetum_gi problems,,,dicentra spp_unknown,
35,phytolacca americana,fagopyrum esculentum,,,,myoporum laetum_death,,,buxus sempervirens_unknown,
36,rivina humilis,rheum rhabarbarum,,,,myristica fragrans_cns problems,,,fagopyrum sagittatum_unknown,
37,pittosporum,rumex spp,,,,myristica fragrans_gi problems,,,caladium spp_unknown,
38,pittosporum spp,anagallis arvensis,,,,eucalyptus spp_cns problems,,,zantedeschia aethiopica_unknown,
39,plumbago spp,cyclamen spp,,,,eucalyptus spp_respiratory problems,,,ricinus communis_unknown,
40,fagopyrum esculentum,primula obconica,,,,eucalyptus spp_gi problems,,,,
41,rheum rhabarbarum,grevillea spp,,,,melaleuca quinquenervia_dermatitis,,,,
42,rumex spp,aconitum spp,,,,melaleuca quinquenervia_respiratory problems,,,,
43,anagallis arvensis,actaea spp,,,,mirabilis jalapa_dermatitis,,,,
44,cyclamen spp,adonis spp,,,,mirabilis jalapa_gi problems,,,,
45,primula obconica,anemone spp,,,,ligustrum spp_death,,,,
46,grevillea spp,caltha spp,,,,ligustrum spp_kidney damage,,,,
47,aconitum spp,clematis spp,,,,ligustrum spp_gi problems,,,,
48,actaea spp,delphinium spp,,,,cypripedium spp_dermatitis,,,,
49,adonis spp,helleborus niger,,,,oxalis pes-caprae_circulatory problems,,,,
50,anemone spp,hydrastis canadensis,,,,oxalis pes-caprae_gi problems,,,,
51,caltha spp,ranunculus spp,,,,areca catechu_cns problems,,,,
52,clematis spp,karwinskia humboldtiana,,,,areca catechu_gi problems,,,,
53,delphinium spp,rhamnus purshiana,,,,caryota spp_dermatitis,,,,
54,helleborus niger,rhamnus spp,,,,caryota spp_m & t problems,,,,
55,hydrastis canadensis,cercocarpus spp,,,,argemone spp_cns problems,,,,
56,ranunculus spp,eriobotrya japonica,,,,argemone spp_gi problems,,,,
57,karwinskia humboldtiana,malus sylvestris,,,,chelidonium majus_cns problems,,,,
58,rhamnus purshiana,prunus amygdalus,,,,chelidonium majus_circulatory problems,,,,
59,rhamnus spp,prunus armeniaca,,,,chelidonium majus_gi problems,,,,
60,cercocarpus spp,prunus domestica,,,,papaver sominferum_cns problems,,,,
61,eriobotrya japonica,prunus persica,,,,papaver sominferum_gi problems,,,,
62,malus sylvestris,prunus spp,,,,papaver spp_cns problems,,,,
63,prunus amygdalus,pyracantha spp,,,,papaver spp_gi problems,,,,
64,prunus armeniaca,pyrus communis,,,,sanguinaria canadensis_cns problems,,,,
65,prunus domestica,rhodotypos scandens,,,,sanguinaria canadensis_gi problems,,,,
66,prunus persica,cephalanthus occidentalis,,,,phytolacca americana_mitogenic effects,,,,
67,prunus spp,citrus aurantiifolia,,,,phytolacca americana_gi,,,,
68,pyracantha spp,dictamnus albus,,,,phytolacca americana_death,,,,
69,pyrus communis,ptelea spp,,,,phytolacca americana_gi problems,,,,
70,rhodotypos scandens,ruta graveolens,,,,rivina humilis_gi,,,,
71,cephalanthus occidentalis,skimmia japonica,,,,rivina humilis_gi problems,,,,
72,citrus,manilkara zapota,,,,pittosporum spp_gi,,,,
73,citrus aurantiifolia,digitalis spp,,,,pittosporum spp_gi problems,,,,
74,dictamnus albus,veronica virginica,,,,plumbago spp_dermatitis,,,,
75,ptelea spp,ailanthus altissimus,,,,fagopyrum esculentum_photosensitization,,,,
76,ruta graveolens,brugmansia spp,,,,rheum rhabarbarum_gi,,,,
77,skimmia japonica,capsicum spp,,,,rheum rhabarbarum_circulatory,,,,
78,manilkara zapota,cestrum spp,,,,rheum rhabarbarum_gi problems,,,,
79,digitalis spp,datura stramonium,,,,rumex spp_gi,,,,
80,veronica virginica,datura spp,,,,rumex spp_circulatory,,,,
81,ailanthus altissimus,hyoscyamus niger,,,,anagallis arvensis_gi,,,,
82,brugmansia spp,lycium spp,,,,anagallis arvensis_dermatitis,,,,
83,capsicum spp,lycopersicon esculentum,,,,anagallis arvensis_death,,,,
84,cestrum spp,nicotiana spp,,,,cyclamen spp_dermatitis,,,,
85,datura stramonium,physalis spp,,,,cyclamen spp_gi irritation,,,,
86,datura,solandra spp,,,,primula obconica_dermatitis,,,,
87,datura spp,solanum carolinense,,,,primula obconica_gi irritation,,,,
88,hyoscyamus niger,solanum dulcamara,,,,grevillea spp_dermatitis,,,,
89,lycium spp,solanum elaeagnifolium,,,,aconitum spp_circulatory,,,,
90,lycopersicon esculentum,solanum gracile,,,,aconitum spp_cardiac,,,,
91,nicotiana spp,solanum nigrum,,,,actaea spp_gi,,,,
92,physalis spp,solanum pseudocapsicum,,,,actaea spp_cns,,,,
93,solandra spp,solanum rostratum,,,,actaea spp_death,,,,
94,solanum carolinense,solanum triflorum,,,,actaea spp_circulatory,,,,
95,solanum dulcamara,solanum tuberosum,,,,adonis spp_cv,,,,
96,solanum elaeagnifolium,solanum spp,,,,anemone spp_gi irritation,,,,
97,solanum gracile,strelitzia spp,,,,caltha spp_gi,,,,
98,solanum nigrum,daphne mezereum,,,,caltha spp_m & t,,,,
99,solanum pseudocapsicum,dirca palustris,,,,clematis spp_cns,,,,
100,solanum rostratum,aethusa cynapium,,,,clematis spp_gi,,,,
101,solanum triflorum,ammi majus,,,,clematis spp_m & t,,,,
102,solanum tuberosum,anthriscus sylvestris,,,,delphinium spp_gi,,,,
103,solanum spp,cicuta spp,,,,delphinium spp_respiratory,,,,
104,strelitzia spp,conium maculatum,,,,helleborus niger_gi,,,,
105,daphne mezereum,cymopterus watsonii,,,,helleborus niger_dermatitis,,,,
106,dirca palustris,daucus carota,,,,helleborus niger_cv,,,,
107,aethusa cynapium,heracleum lanatum,,,,hydrastis canadensis_gi,,,,
108,ammi majus,oenanthe crocata,,,,hydrastis canadensis_cns,,,,
109,anthriscus sylvestris,pastinaca sativa,,,,ranunculus spp_gi,,,,
110,cicuta spp,sium suave,,,,karwinskia humboldtiana_paralysis,,,,
111,conium maculatum,sphenosciadium capitellatum,,,,rhamnus purshiana_purgative,,,,
112,cymopterus watsonii,hesperocnide tenella,,,,rhamnus spp_gi,,,,
113,daucus carota,laportea spp,,,,cercocarpus spp_gi,,,,
114,heracleum lanatum,urtica spp,,,,cercocarpus spp_cellular asphyxiation,,,,
115,oenanthe crocata,aloysia lycioides,,,,eriobotrya japonica_gi,,,,
116,pastinaca sativa,duranta repens,,,,eriobotrya japonica_convulsions,,,,
117,sium suave,lantana camara,,,,eriobotrya japonica_coma,,,,
118,sphenosciadium capitellatum,phoradendron serotinum,,,,malus sylvestris_gi,,,,
119,hesperocnide tenella,viscum album,,,,malus sylvestris_cellular asphyxiation,,,,
120,laportea spp,parthenocissus spp,,,,prunus amygdalus_gi,,,,
121,urtica spp,kallstroemia hirsutissima,,,,prunus amygdalus_cellular asphyxiation,,,,
122,aloysia lycioides,peganum harmala,,,,prunus armeniaca_gi,,,,
123,duranta repens,tribulus terrestris,,,,prunus armeniaca_cellular asphyxiation,,,,
124,lantana camara,hippeastrum spp,,,,prunus domestica_gi,,,,
125,phoradendron serotinum,colchicum autumnale,,,,prunus domestica_cellular asphyxiation,,,,
126,viscum album,begonia spp,,,,prunus persica_gi,,,,
