,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,aloe vera,aloe vera,,symphtytum offi cinalis,psyllium ispaghula_stomach troubles,citrus aurantium_weight management,symphtytum offi cinalis_cuts,annona muricata_immunity,boswellia_anti-inflammatory,boswellia_anti-infl ammatories
1,aloe,psyllium ispaghula,,angelica archangelica,echinacea purpurea_sore throat,vaccinium myrtillus_night vision,symphtytum offi cinalis_bruises,annona muricata_health enhancement,silybum marianum_enhances liver tissue renewal,tagetes erecta_eye health
2,psyllium ispaghula,citrus aurantium,,eucalyptus,sabal serrulata_prostate problems,silybum marianum_liver diseases,eucalyptus_sore shoulders,,,symphtytum offi cinalis_joints
3,psyllium,echinacea purpurea,,symphytum offi cinalis,sabal serrulata_impotence,,,,,symphtytum offi cinalis_muscles
4,citrus aurantium,sabal serrulata,,chrysanthemum,boswellia_arthrosis,,,,,psyllium_laxative
5,echinacea purpurea,boswellia,,kaempferia pafi fl ora,vaccinium myrtillus_eye diseases,,,,,angelica archangelica_muscle relaxing
6,echinacea,vaccinium myrtillus,,zingiber offi cinale,tagetes erecta_eye diseases,,,,,eucalyptus_mouth wash
7,sabal serrulata,tagetes erecta,,anamitra cocculus w & a,tagetes erecta_night vision,,,,,eucalyptus_fat-free muscle building
8,boswellia,annona muricata,,nelumbo nucifera gaertner,crataegus_mild heart conditions,,,,,eucalyptus_recovery
9,vaccinium myrtillus,silybum marianum,,piper nigrum,crataegus_cardiac weakness,,,,,eucalyptus_antiseptic
10,tagetes erecta,gingko biloba,,polygonum multifl orum,,,,,,citrus aurantium_weight management
11,annona muricata,valeriana offi cinalis,,piper lolot,,,,,,
12,silybum marianum,eleutherococcus senticosus,,glychyrrhiza uralensis,,,,,,
13,gingko biloba,hypericum perforatum,,cordyseps,,,,,,
14,valeriana offi cinalis,arnica montana,,cordyseps sinensis,,,,,,
15,eleutherococcus senticosus,cimicifuga rasemosa,,cordyceps sinensis,,,,,,
16,hypericum perforatum,crataegus,,acanthopanax senticosus,,,,,,
17,arnica montana,,,tinaspora sinensis,,,,,,
18,cimicifuga rasemosa,,,senna,,,,,,
19,crataegus,,,butea superba,,,,,,
