,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,apium,apium graveolens l,panax ginseng c.a.mey,eruca,,panax ginseng c.a.mey_tiredness,,,panax ginseng c.a.mey_enhancement of physical performance,
1,apium graveolens l,aristolochia longa l,papaver somniferum l,soldanella,,papaver somniferum l_hypertension,,,papaver somniferum l_pain relief,
2,aristolochia longa l,aristolochia rotunda l,cinchona officinalis l,lilium convalium,,cinchona officinalis l_malaria,,,papaver somniferum l_vasodilation,
3,aristolochia rotunda l,armoracia rusticana g.gart,ricinus communis,pastinaca,,cinchona officinalis l_fever,,,cinchona officinalis l_infectious-disease,
4,armoracia rusticana g.gart,artemisia abrotanum l,,eufrasia,,,,,ricinus communis_purgative,
5,artemisia abrotanum l,artemisia absinthium l,,pilosella,,,,,,
6,artemisia absinthium l,artemisia dracunculus l,,ligusticum,,,,,,
7,artemisia dracunculus l,arum maculatum l,,lytta vesicatoria l,,,,,,
8,arum maculatum l,asarum europaeum l,,mellisa,,,,,,
9,asarum,asparagus officinalis l,,siler montanum,,,,,,
10,asarum europaeum l,asplenium scolopendrium l,,abrotanum,,,,,,
11,asparagus officinalis l,atriplex hortensis l,,crocus,,,,,,
12,asparagus,berberis vulgaris l,,,,,,,,
13,asplenium scolopendrium l,beta vulgaris l,,,,,,,,
14,atriplex hortensis l,borago officinalis l,,,,,,,,
15,berberis vulgaris l,brassica eruca mill,,,,,,,,
16,beta vulgaris l,brassica oleracea l,,,,,,,,
17,borago,brassica rapa l,,,,,,,,
18,borago officinalis l,bryonia alba l,,,,,,,,
19,brassica eruca mill,bupleurum rotundifolium l,,,,,,,,
20,brassica oleracea l,calendula officinalis l,,,,,,,,
21,brassica rapa l,calystegia soldanella r.br,,,,,,,,
22,bryonia alba l,cannabis sativa l,,,,,,,,
23,bupleurum rotundifolium l,capsella bursa-pastoris md,,,,,,,,
24,calendula,carlina acaulis l,,,,,,,,
25,calendula officinalis l,carthamus tinctorius l,,,,,,,,
26,calystegia soldanella r.br,centaurea scabiosa l,,,,,,,,
27,cannabis sativa l,centaurium erythraea rafn,,,,,,,,
28,capsella bursa-pastoris md,chelidonium majus l,,,,,,,,
29,carlina acaulis l,chondrilla juncea l,,,,,,,,
30,carlina,cichorium intybus l,,,,,,,,
31,carthamus tinctorius l,cinnamomum camphora j.p,,,,,,,,
32,centaurea scabiosa l,clinopodium nepeta kuntze,,,,,,,,
33,centaurea,clinopodium vulgare l,,,,,,,,
34,centaurium erythraea rafn,colchicum autumnale l,,,,,,,,
35,chelidonium majus l,conium maculatum l,,,,,,,,
36,chondrilla juncea l,convallaria majalis l,,,,,,,,
