,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,o. gratissimum,o. gratissimum,shyam tulsi,veronica,,,o. tenuiflorum_cough,,,
1,ocimum gratissimum,o. basilicum,akamba garden centre,gratissimum,,,,,,
2,o. basilicum,o. tenuiflorum,lemon tulsi,o. africanmum,,,,,,
3,ocimum basilicum,ocimum,tbc(lemon vana,o. citridorum,,,,,,
4,o. tenuiflorum,o. carnosum,krishna tulsi,o.kilimandscharicum,,,,,,
5,ocimum tenuiflorum,o. selloi,,,,,,,,
6,ocimum,o. americanum,,,,,,,,
7,ocimum americanum,ocimum americanum,,,,,,,,
8,ocimum bascilicum,ocimum basilicum,,,,,,,,
9,ocimum selloi,ocimum bascilicum,,,,,,,,
10,ocimum africanum,ocimum gratissimum,,,,,,,,
11,ocimum campechianum,ocimum selloi,,,,,,,,
12,ocimum filamentosum,ocimum tenuiflorum,,,,,,,,
13,ocimum kilimandscharicum,ocimum africanum,,,,,,,,
14,o. carnosum,ocimum campechianum,,,,,,,,
15,o. selloi,ocimum filamentosum,,,,,,,,
16,o. americanum,ocimum kilimandscharicum,,,,,,,,
17,o. africanum,o. canum,,,,,,,,
18,o. canum,o. brachiatum,,,,,,,,
19,o. brachiatum,,,,,,,,,
