,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,j. communis,juniperus communis l,origanum vulgare l,salvia l,,,,,,salvia l_antimicrobial
1,juniperus communis l,j. communis subsp. alpina,rosmarinus officinalis,p. peu-ce,,,,,,stachys sylvatica l_antioxidant
2,j. communis subsp. alpina (suter) celak,j. oxycedrus l,,t.s longicaulis,,,,,,p. mugo_antioxidant
3,j. oxycedrus l,abies alba mill,,rosmarinus offici-nalis,,,,,,p. mugo_antimi-crobial
4,j. oxycedrus,a. borisii-regis mattf,,ab-ies alba mill,,,,,,p. peu-ce_antioxidant
5,juniperus oxycedrus l,pinus mugo turra,,micro-meria albanica (griceb. ex k. mal) silic,,,,,,p. heldreichii_antioxidant
6,a. alba,p. peuce griseb,,origanum vul-gare l,,,,,,p. heldreichii_antimi-crobial
7,a. borisii-regis mattf,p. heldreichii h. christ,,th. pulegioides l. subsp. montanus,,,,,,p. sylvestris_antioxidant
8,p. mugo,p. sylvestris l,,th. to-sevii velen,,,,,,p. sylvestris_antimi-crobial
9,pinus mugo turra,p. nigra j. f. arnold,,th. longicaulis presl,,,,,,p. nigra_antioxidant
10,pinus mugo,picea abies,,hyper-icum perforatum l,,,,,,p. nigra_antimi-crobial
11,p. peuce,betonica officinalis l,,a.millefolium l,,,,,,j. communis_antimi-crobial
12,p. peuce griseb,hyssopus officinalis l,,til-ia cordata mill,,,,,,p. peuce_antimi-crobial
13,p. heldreichii,micromeria albanica,,h. perfora-tum,,,,,,t.s longicaulis_antimi-crobial
14,p. heldreichii h. christ,satureja montana l,,,,,,,,m. albanica_antimi-crobial
15,p. sylvestris,stachys sylvatica l,,,,,,,,p. terebinthus_antimi-crobial
16,p. sylvestris l,thymus jankae celak,,,,,,,,salvia officinalis_antimicrobial
17,p. nigra,hypericum perforatum l,,,,,,,,salvia officinalis_antioxidant
18,p. nigra j. f. arnold,pistacia terebinthus l,,,,,,,,rosmarinus offici-nalis_antimicrobial
19,picea abies (l.) h. krasr,achillea alexandri-regis bornm,,,,,,,,rosmarinus offici-nalis_antioxidant
20,betonica officinalis l,a. chrysocoma friv,,,,,,,,
21,b. officinalis,a. holosericea sm,,,,,,,,
22,betonica officinalis,a. lingulata waldst,,,,,,,,
23,hyssopus officinalis l,artemisia absinthium l,,,,,,,,
24,m. albanica,a. vulgaris l,,,,,,,,
25,satureja montana l,a. alba turra,,,,,,,,
26,s. montana,tanacetum larcatum,,,,,,,,
27,stachys sylvatica l,betula pendula roth,,,,,,,,
28,s. sylvatica,tilia cordata mill,,,,,,,,
29,thymus jankae celak,salvia officinalis,,,,,,,,
30,hypericum perforatum l,,,,,,,,,
31,p. terebinthus,,,,,,,,,
32,pistacia terebinthus l,,,,,,,,,
33,achillea alexandri-regis bornm. & rud-sky,,,,,,,,,
34,a. alexandri-regis,,,,,,,,,
35,a. chrysocoma friv,,,,,,,,,
36,a. holosericea sm,,,,,,,,,
37,a. lingulata waldst. & kit,,,,,,,,,
38,artemisia absinthium l,,,,,,,,,
39,a. vulgaris l,,,,,,,,,
40,a. alba turra,,,,,,,,,
41,tanacetum larcatum (gris.) kanitz,,,,,,,,,
42,betula pendula roth,,,,,,,,,
43,t. cordata,,,,,,,,,
44,salvia officinalis,,,,,,,,,
45,salvia,,,,,,,,,
