,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,cotyledon orbiculata,cotyledon orbiculata,indigofera endecaphylla,saman,,cotyledon orbiculata_respiratory,,,cotyledon orbiculata_none,
1,kalanchoe spp,kalanchoe spp,colchicum autumnale,majalis,,cotyledon orbiculata_paralysis,,,kalanchoe spp_none,
2,brassica napus,brassica napus,convallaria majalis,aucuba japonica,,cotyledon orbiculata_bloating,,,brassica napus_none,
3,brassica spp,brassica spp,,crassula arborescens,,kalanchoe spp_respiratory,,,brassica spp_none,
4,descurainia pinnata,descurainia pinnata,,armoracia lapathifolia,,kalanchoe spp_paralysis,,,descurainia pinnata_none,
5,bryonia spp,bryonia spp,,barbarea vulgaris,,kalanchoe spp_convulsions,,,bryonia spp_none,
6,momordica charantia,momordica charantia,,erysimum cheiranthoides,,brassica napus_cns,,,momordica charantia_none,
7,datisca glomerata,datisca glomerata,,raphanus raphinastrum,,brassica napus_rape blindness,,,datisca glomerata_none,
8,dioscorea bulbifera,dioscorea bulbifera,,thlaspi arvense,,brassica napus_liver/kidney damage,,,dioscorea bulbifera_none,
9,dioscorea spp,dioscorea spp,,geranium,,brassica napus_gi,,,dioscorea spp_teratogenic,
10,kalmia spp,kalmia spp,,loss of hair and nails,,brassica napus_pulmonary emphysema,,,kalmia spp_none,
11,ledum spp,ledum spp,,giindigofera endecaphylla,,brassica spp_redwater disease,,,ledum spp_none,
12,leucothoe spp,leucothoe spp,,linum usitatissimum,,brassica spp_urinary,,,leucothoe spp_none,
13,lyonia spp,lyonia spp,,,,descurainia pinnata_paralyzed tongue,,,lyonia spp_none,
14,menziesia ferruginea,menziesia ferruginea,,,,descurainia pinnata_blindness,,,menziesia ferruginea_none,
15,pernettya spp,pernettya spp,,,,bryonia spp_respiratory paralysis,,,pernettya spp_none,
16,pieris spp,pieris spp,,,,bryonia spp_gi,,,pieris spp_none,
17,rhododendron spp,rhododendron spp,,,,momordica charantia_gi,,,rhododendron spp_none,
