,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ribes nigrum,ribes nigrum,vaccinium oxycoccus,v.oxycoccus,,,,,,
1,morus nigra,morus nigra,,c.dentata,,,,,,
2,m. alba,morus alba,,coula edulis,,,,,,
3,m. rubra,morus rubra,,castanea dentata,,,,,,
4,morus rubra,vaccinium macrocarpon,,corylus cornuta,,,,,,
5,vaccinium macrocarpon,vitis vinifera,,fagus spp,,,,,,
6,vitis vinifera,quercus spp,,areca catechu,,,,,,
7,v. vinifera,prunus dulcis var. dulcis,,anacardium occidentale,,,,,,
8,quercus spp,malus sylvestris,,castanea spp,,,,,,
9,prunus dulcis var. dulcis,prunus armeniaca,,castanea mollissima,,,,,,
10,prunus dulcis,berberis vulgaris,,corylus chinensis,,,,,,
11,malus sylvestris,fagus sylvatica,,juglans cathayensis,,,,,,
12,prunus armeniaca,vaccinium myrtillus,,castanea pumila,,,,,,
13,berberis vulgaris,rubus spp,,buchanania lanzan,,,,,,
14,fagus sylvatica,vaccinium spp,,corylus avellana,,,,,,
15,vaccinium myrtillus,rubus ursinus,,lecythis minor,,,,,,
16,rubus spp,prunus insititia,,cocos nucifera,,,,,,
17,vaccinium spp,juglans cinerea,,corylus maxima,,,,,,
18,rubus ursinus,prunus avium,,cola nitida,,,,,,
19,prunus insititia,castanea sativa,,corylus americana,,,,,,
20,prunus insititia var. italica,rubus chamaemorus,,juglans ailanthifolia,,,,,,
21,prunus insititia var. syriaca,vaccinium vitis-idaea,,corylus ferox,,,,,,
22,juglans cinerea,malus spp,,terminalia catappa,,,,,,
23,prunus avium,ribes spp,,castanea crenata,,,,,,
24,castanea sativa,ribes rubrum,,canarium indicum,,,,,,
25,rubus chamaemorus,sambucus canadensis,,simmondsia chinensis,,,,,,
26,vaccinium vitis-idaea,corylus spp,,cola acuminatum,,,,,,
27,malus spp,actinidia chinensis,,pachira aquatica,,,,,,
28,ribes spp,prunus insititia var. italica,,caryocar amygdaliferum,,,,,,
29,ribes rubrum,crataegus spp,,sclerocarya caffra,,,,,,
30,sambucus canadensis,carya spp,,pinus cembroides,,,,,,
31,corylus spp,mespilus germanica,,ricinodendron rautanenii,,,,,,
32,actinidia chinensis,prunus insititia var. syriaca,,lecythis usitata,,,,,,
33,crataegus spp,prunus cerasus,,lecythis ollaria,,,,,,
34,carya spp,prunus persica,,castanospermum australe,,,,,,
35,mespilus germanica,olea europaea,,telfairia pedata,,,,,,
36,prunus cerasus,pyrus communis,,arachis hypogaea,,,,,,
37,prunus persica,carya illinoensis,,caryocar spp,,,,,,
38,olea europaea,diospyros spp,,pinus pinea,,,,,,
39,pyrus communis,pistacia vera,,canarium ovatum,,,,,,
40,carya illinoensis,prunus domestica,,pinus edulis,,,,,,
41,diospyros spp,prunus americana,,santalum acuminatum,,,,,,
42,pistacia vera,prunus cerasifera,,macadamia tetraphylla,,,,,,
43,prunus domestica,prunus salicina,,lecythis pisonis,,,,,,
44,prunus americana,cydonia oblonga,,carya ovata,,,,,,
45,prunus cerasifera,rubus occidentalis,,carya laciniosa,,,,,,
46,prunus salicina,rubus idaeus var. idaeus,,corylus heterophylla,,,,,,
47,cydonia oblonga,fragaria spp,,caryocar nuciferum,,,,,,
48,rubus occidentalis,arbutus unedo,,pinus cembra,,,,,,
49,rubus idaeus var. idaeus,juglans nigra,,terminalia spp,,,,,,
50,fragaria spp,juglans regia,,inocarpus fagifer,,,,,,
51,arbutus unedo,rubus phoenicolasius,,corylus colurna,,,,,,
52,juglans nigra,prunus dulcis,,trapa spp,,,,,,
53,j. nigra,bertholletia excelsa,,pterocarya spp,,,,,,
54,juglans regia,macadamia spp,,cordeauxia edulis,,,,,,
55,j. regia,pinus spp,,vacciniummacrocarpon,,,,,,
56,rubus phoenicolasius,juglans spp,,terminalia,,,,,,
57,bertholletia excelsa,,,citrus,,,,,,
58,macadamia spp,,,,,,,,,
59,macadamia,,,,,,,,,
60,pinus spp,,,,,,,,,
61,juglans spp,,,,,,,,,
