,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,sechium edule,sechium edule,,abelomoschus esculentus,,solanum melongena_melancholy,,,,
1,sicana odorifera,sicana odorifera,,phaseolus spp,,solanum melongena_bad breath,,,,
2,cucumis melo,cucumis melo,,ph. vulgaris,,solanum melongena_cancer,,,,
3,cucumis,lycopersicon esculentum,,vigna,,solanum melongena_leprosie,,,,
4,lycopersicon esculentum,solanum melongena,,vicia,,solanum melongena_insanity,,,,
5,solanum melongena,artocarpus altilis,,cicer,,solanum melongena_changes in skin color,,,,
6,artocarpus altilis,artocarpus heterophyllus,,p. persicavar. nectarina,,solanum melongena_obstructions in the liver and spleen,,,,
7,artocarpus heterophyllus,artocarpus odoratissima,,hibiscus e,,solanum melongena_hemorrhoids,,,,
8,a. heterophyllus,abelmoschus esculentus,,pisum,,solanum melongena_pustules,,,,
9,artocarpus odoratissima,pastadendron italica,,,,,,,,
10,a.odoratissima,solanum macrocarpum,,,,,,,,
11,abelmoschus esculentus,momordica charantia,,,,,,,,
12,pastadendron italica,cucurbita moschata,,,,,,,,
13,pastadendron,zea mays,,,,,,,,
14,solanum macrocarpum,cucurbita pepo,,,,,,,,
15,momordica charantia,cucumis sativus,,,,,,,,
16,cucurbita moschata,luffa acutangula,,,,,,,,
17,cucurbita,capsicum spp,,,,,,,,
18,zea mays,cucurbita maxima,,,,,,,,
19,cucurbita pepo,malus sylvestris,,,,,,,,
20,cucumis sativus,pyrus communis,,,,,,,,
21,luffa acutangula,prunus armeniaca,,,,,,,,
22,capsicum spp,prunus persica,,,,,,,,
23,cucurbita maxima,fragaria chiloensis,,,,,,,,
24,malus sylvestris,fragaria virginica,,,,,,,,
25,pyrus communis,fragaria vesca,,,,,,,,
26,prunus armeniaca,rubus,,,,,,,,
27,prunus,,,,,,,,,
28,prunus persica,,,,,,,,,
29,fragaria chiloensis,,,,,,,,,
30,f. virginica,,,,,,,,,
31,f. vesca,,,,,,,,,
32,rubus,,,,,,,,,
