,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,pulsatilla patens,pulsatilla patens,picea alba,matricariachamomilla,pulsatilla patens_skin disorders,matricaria chamomilla_osteomyelitis,vinca minor_skindisorders,sedum acre_relaxant,,thymus serpyllum_destroy thescurvy impurities
1,centaurea cyanus,centaurea cyanus,stachys palustris,piceaalba,centaurea cyanus_skin disorders,picea alba_osteomyelitis,vinca minor_cataracts,sedum acre_emetic,,thymus serpyllum_gum strengthening
2,ruta graveolens,ruta graveolens,pulsatilla vulgaris,pulsatillavulgaris,ruta graveolens_skin disorders,pulsatilla vulgaris_polish plait,matricariachamomilla_osteomyelitis,sorbus arranensis_antimicrobial,,thymus serpyllum_wound healing
3,vinca minor,vinca minor,schoenus nigricans,schoenusnigricans,vinca minor_skin disorders,sedum maximum_ulcers,populus tremula_skindisorders,,,sedum maximum_ulcers
4,sorbus aucuparia,sorbus aucuparia,plantago major,plantagomaior,thymus serpyllum_osteomyelitis,carlina acaulis_kidney disease,piceaalba_osteomyelitis,,,sedum_wound healing
5,daphne mezereum,daphne mezereum,,papaver rhoeas,silybum marianum_osteomyelitis,,pulsatillavulgaris_plica polonica,,,achillea millefolium_wound healing
6,thymus serpyllum,thymus serpyllum,,levisticumofficinale,anthemis arvensis_osteomyelitis,,pulsatillavulgaris_polish plait,,,plantagomaior_wound healing
7,silybum marianum,silybum marianum,,ocimum basilicum,artemisia absinthium_osteomyelitis,,schoenusnigricans_burn wounds,,,salvia officinalis_wound healing
8,anthemis arvensis,anthemis arvensis,,alliaria petiolata,populus tremula_osteomyelitis,,sedum maximum_wounds,,,
9,matricaria chamomilla,matricaria chamomilla,,stachyspalustris,gentiana lutea_cholera,,achillea millefolium_cut wounds,,,
10,artemisia absinthium,artemisia absinthium,,allium sativum,allium cepa_abscess,,achillea millefolium_wounds,,,
11,populus tremula,populus tremula,,hypericum perforatum,picea abies_syphilis,,plantagomaior_wounds,,,
12,symphytum officinale,symphytum officinale,,juniperus communis,beta vulgaris_ringworm,,salvia officinalis_wounds,,,
13,achillea millefolium,achillea millefolium,,acanthus mollis l,sedum acre_heel pain,,symphytum officinale_wounds,,,
14,achillea millefolium l,viscum album,,acer pseudoplatanus l,sedum acre_urinary tract diseases,,,,,
15,viscum album,gentiana lutea,,aconitum lycoctonum l,sedum acre_ulcers,,,,,
16,gentiana lutea,allium cepa,,acorus,sedum acre_earache,,,,,
17,allium cepa,picea abies,,acorus calamus l,sedum maximum_bruises,,,,,
18,allium cepa l,beta vulgaris,,napellus,sedum maximum_edema,,,,,
19,allium,tussilago farfara,,calamus,carlina acaulis_stitching pain,,,,,
20,picea abies,salvia officinalis,,adiantum capillus-veneris l,carlina acaulis_ulcers,,,,,
21,beta vulgaris,sedum acre,,agrimonia,carlina acaulis_bladder disease,,,,,
22,tussilago farfara,sedum maximum,,agrimonia eupatoria l,carlina acaulis_colic,,,,,
23,salvia officinalis,carlina acaulis,,agrostemma githago l,,,,,,
24,sedum acre,viburnum opulus,,allium ampeloprasum l,,,,,,
25,sedum,sorbus arranensis,,allium sativum l,,,,,,
26,sedum maximum,senna alexandrina,,althaea,,,,,,
27,carlina acaulis,castanea sativa,,althaea officinalis l,,,,,,
28,viburnum opulus,frangula alnus,,ammi majus l,,,,,,
29,sorbus arranensis,,,cepa,,,,,,
30,senna alexandrina,,,anagallis arvensis l,,,,,,
31,senna,,,anchusa azurea p.mill,,,,,,
32,castanea sativa,,,anchusa,,,,,,
33,frangula alnus,,,anchusa officinalis l,,,,,,
34,,,,anethum graveolens l,,,,,,
35,,,,anethum,,,,,,
36,,,,anthemis cotula l,,,,,,
37,,,,anthriscus cerefolium hoff,,,,,,
38,,,,anthriscus sylvestris hoff,,,,,,
