,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,mangifera odorata,mangifera odorata,syzygium jambos,carissa grandiflora,,,,,,
1,artocarpus hupargyrea,artocarpus hupargyrea,syzygium javanicum,eugenia malaccensis,,,,,,
2,lansium domesticum,lansium domesticum,,syzgium jambos,,,,,,
3,citrus limon,citrus limon,,syzgium javanicum,,,,,,
4,citrus,citrus aurantiifolia,,oxalis,,,,,,
5,citrus aurantiifolia,citrus limonia,,passiflora maliformis,,,,,,
6,citrus limonia,elaeagnus philippensis,,doryalis caffra,,,,,,
7,elaeagnus philippensis,litchi chinensis,,manilkara zapote,,,,,,
8,litchi chinensis,dimocarpus longan,,stellaria media,,,,,,
9,dimocarpus longan,eriobotrya japonica,,verbena,,,,,,
10,eriobotrya japonica,flacourtia inermis,,,,,,,,
11,flacourtia inermis,lucuma obovata,,,,,,,,
12,flacourtia,solanum quitoense,,,,,,,,
13,lucuma obovata,diospyros discolor,,,,,,,,
14,solanum quitoense,eugenia dombeyi,,,,,,,,
15,diospyros discolor,syzygium malaccensis,,,,,,,,
16,eugenia dombeyi,carica papaya,,,,,,,,
17,syzygium malaccensis,mammea americana,,,,,,,,
18,carica papaya,melicocca bijugatus,,,,,,,,
19,mammea americana,citrus reticulata,,,,,,,,
20,melicocca bijugatus,hancornia speciosa,,,,,,,,
21,citrus reticulata,mangifera indica,,,,,,,,
22,hancornia speciosa,mangifera foetida,,,,,,,,
23,mangifera indica,garcinia mangostana,,,,,,,,
24,mangifera foetida,crataegus spp,,,,,,,,
25,garcinia mangostana,passiflora spp,,,,,,,,
26,garcinia,artocarpus odoratissima,,,,,,,,
27,crataegus spp,citrus hystrix,,,,,,,,
28,passiflora spp,spondias purpurea,,,,,,,,
29,artocarpus odoratissima,phyllanthus distichus,,,,,,,,
30,citrus hystrix,olea europaea,,,,,,,,
31,spondias purpurea,citrus x nobilis,,,,,,,,
32,phyllanthus distichus,citrus aurantium,,,,,,,,
33,olea europaea,citrus sinensis,,,,,,,,
34,citrus x nobilis,spondias cytherea,,,,,,,,
35,citrus aurantium,carica pubescens,,,,,,,,
36,citrus sinensis,passiflora edulis,,,,,,,,
37,spondias cytherea,bactris gasipaes,,,,,,,,
38,carica pubescens,guilielma utilis,,,,,,,,
39,passiflora edulis,eugenia klotzschiana,,,,,,,,
40,bactris gasipaes,ananas comosus,,,,,,,,
41,guilielma utilis,feijoa sellowiana,,,,,,,,
42,eugenia klotzschiana,annona squamosa,,,,,,,,
43,ananas comosus,eugenia uniflora,,,,,,,,
44,feijoa sellowiana,hylocereus spp,,,,,,,,
45,annona squamosa,eugenia luschnathiana,,,,,,,,
46,annona,musa x paradisiaca,,,,,,,,
47,eugenia uniflora,punica granatum,,,,,,,,
48,hylocereus spp,annona glabra,,,,,,,,
49,eugenia luschnathiana,annona scleroderma,,,,,,,,
50,musa x paradisiaca,nephelium mutabile,,,,,,,,
51,punica granatum,citrus grandis,,,,,,,,
52,annona glabra,macadamia ternifolia,,,,,,,,
53,annona scleroderma,nephelium lappaceum,,,,,,,,
54,nephelium mutabile,flacourtia indica,,,,,,,,
55,citrus grandis,flacourtia rukam,,,,,,,,
56,macadamia ternifolia,manilkara zapota,,,,,,,,
57,nephelium lappaceum,zalacca edulis,,,,,,,,
58,flacourtia indica,sandoricum koetjape,,,,,,,,
59,flacourtia rukam,pouteria sapota,,,,,,,,
60,manilkara zapota,diospyros digyna,,,,,,,,
61,zalacca edulis,calocarpum viride,,,,,,,,
62,sandoricum koetjape,casimiroa edulis,,,,,,,,
63,pouteria sapota,lucuma salicifolia,,,,,,,,
64,diospyros digyna,annona purpurea,,,,,,,,
65,calocarpum viride,annona spp,,,,,,,,
66,casimiroa edulis,chrysophyllum cainito,,,,,,,,
67,lucuma salicifolia,averrhoa carambola,,,,,,,,
68,annona purpurea,tamarindus indica,,,,,,,,
69,annona spp,physalis ixocarpa,,,,,,,,
70,chrysophyllum cainito,cyphomandra betacea,,,,,,,,
71,averrhoa carambola,poncirus trifoliata,,,,,,,,
72,tamarindus indica,opuntia spp,,,,,,,,
73,physalis ixocarpa,eugenia uvalha,,,,,,,,
74,cyphomandra betacea,spondias dulcis,,,,,,,,
75,poncirus trifoliata,clausena lansium,,,,,,,,
76,opuntia spp,syzygium aqueum,,,,,,,,
77,eugenia uvalha,syzygium samarangense,,,,,,,,
78,spondias dulcis,malpighia punicifolia,,,,,,,,
79,clausena lansium,chlorogalum pomeridianum,,,,,,,,
80,syzygium aqueum,sagittaria latifolia,,,,,,,,
81,syzygium samarangense,balsamorhiza spp,,,,,,,,
82,malpighia punicifolia,xerophyllum tenax,,,,,,,,
83,malpighia,lomatium spp,,,,,,,,
84,chlorogalum pomeridianum,polygonum bistortoides,,,,,,,,
85,sagittaria latifolia,lewisia rediviva,,,,,,,,
86,balsamorhiza spp,orobanche spp,,,,,,,,
87,xerophyllum tenax,arctium minus,,,,,,,,
88,lomatium spp,sparganium eurycarpum,,,,,,,,
89,polygonum bistortoides,calypso bulbosa,,,,,,,,
90,lewisia rediviva,camassia spp,,,,,,,,
91,orobanche spp,typha spp,,,,,,,,
92,arctium minus,agave utahensis,,,,,,,,
93,sparganium eurycarpum,stellaria spp,,,,,,,,
94,calypso bulbosa,cichorium intybus,,,,,,,,
95,camassia spp,nuphar luteum,,,,,,,,
96,typha spp,heracleum lanatum,,,,,,,,
97,agave utahensis,taraxacum officinale,,,,,,,,
98,stellaria spp,zostera marina,,,,,,,,
99,cichorium intybus,oenothera hookeri,,,,,,,,
100,nuphar luteum,tragopogon spp,,,,,,,,
101,heracleum lanatum,smilacina racemosa,,,,,,,,
102,taraxacum officinale,erythronium spp,,,,,,,,
103,zostera marina,fritillaria spp,,,,,,,,
104,oenothera hookeri,smilax californica,,,,,,,,
105,tragopogon spp,frasera spp,,,,,,,,
106,smilacina racemosa,stachys palustris,,,,,,,,
107,erythronium spp,orogenia spp,,,,,,,,
108,fritillaria spp,lilium spp,,,,,,,,
109,smilax californica,calochortus spp,,,,,,,,
110,frasera spp,microseris nutans,,,,,,,,
111,stachys palustris,cyperus esculentus,,,,,,,,
112,orogenia spp,potamogeton spp,,,,,,,,
113,lilium spp,elymus repens,,,,,,,,
114,calochortus spp,daucus pusillus,,,,,,,,
115,microseris nutans,phragmites australis,,,,,,,,
116,cyperus esculentus,platanthera dilatata,,,,,,,,
117,potamogeton spp,abronia latifolia,,,,,,,,
118,elymus repens,cakile edentula,,,,,,,,
119,daucus pusillus,lysichiton americanum,,,,,,,,
120,phragmites australis,dodecatheon spp,,,,,,,,
121,platanthera dilatata,claytonia spp,,,,,,,,
122,abronia latifolia,helianthus spp,,,,,,,,
123,cakile edentula,osmorhiza spp,,,,,,,,
124,lysichiton americanum,cirsium spp,,,,,,,,
125,dodecatheon spp,cardamine spp,,,,,,,,
126,claytonia spp,scirpus spp,,,,,,,,
127,helianthus spp,hydrophyllum occidentale,,,,,,,,
128,osmorhiza spp,brasenia schreberi,,,,,,,,
129,cirsium spp,daucus carota,,,,,,,,
130,cardamine spp,asarum spp,,,,,,,,
131,scirpus spp,brodiaea spp,,,,,,,,
132,hydrophyllum occidentale,glycyrrhiza lepidota,,,,,,,,
133,brasenia schreberi,allium spp,,,,,,,,
134,daucus carota,perideridia gairdneri,,,,,,,,
135,asarum spp,asparagus officinalis,,,,,,,,
136,brodiaea spp,aster ledophyllus,,,,,,,,
137,glycyrrhiza lepidota,balsamorhiza sagittata,,,,,,,,
138,allium spp,cleome serrulata,,,,,,,,
139,perideridia gairdneri,brassica nigra,,,,,,,,
140,asparagus,silene spp,,,,,,,,
141,asparagus officinalis,orobanche fasciculata,,,,,,,,
142,aster ledophyllus,scirpus validus,,,,,,,,
143,balsamorhiza sagittata,sanguisorba occcidentalis,,,,,,,,
144,cleome serrulata,kochia scoparia,,,,,,,,
145,brassica nigra,mollugo verticillata,,,,,,,,
146,silene spp,typha latifolia,,,,,,,,
147,orobanche fasciculata,malva spp,,,,,,,,
148,scirpus validus,beloperone californica,,,,,,,,
149,sanguisorba occcidentalis,rumex crispus,,,,,,,,
150,kochia scoparia,lamium amplexicaule,,,,,,,,
151,mollugo verticillata,eriogonum inflatum,,,,,,,,
152,typha latifolia,oenothera spp,,,,,,,,
153,malva spp,floerkea proserpinacoides,,,,,,,,
154,beloperone californica,thlaspi arvense,,,,,,,,
155,rumex crispus,erodium circutarium,,,,,,,,
156,lamium amplexicaule,epilobium angustifolium,,,,,,,,
157,eriogonum inflatum,salicornia spp,,,,,,,,
158,oenothera spp,solidago missouriensis,,,,,,,,
159,floerkea proserpinacoides,chenopodium spp,,,,,,,,
160,thlaspi arvense,,,,,,,,,
161,erodium circutarium,,,,,,,,,
162,epilobium angustifolium,,,,,,,,,
163,salicornia spp,,,,,,,,,
164,solidago missouriensis,,,,,,,,,
165,chenopodium spp,,,,,,,,,
