,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,o. tenuiflorum l,ocimum tenuiflorum,,o. bascilium l,ocimum tenuiflorum_gonorrhoea,ocimum tenuiflorum_insect bites,o. sanctum l_bronchitis,ocimum tenuiflorum_antiseptic,,o. sanctum l_cardioprotective
1,o. tenuiflorum,o. sanctum l,,,ocimum tenuiflorum_diarrhoea,ocimum tenuiflorum_fever,o. sanctum l_glaucoma,ocimum tenuiflorum_antifungal,,o. sanctum l_antifungal
2,ocimum tenuiflorum,o. tenuiflorum l,,,ocimum tenuiflorum_eye disorders,ocimum tenuiflorum_skin diseases,o. sanctum l_malaria,ocimum tenuiflorum_anticancer,,o. sanctum l_adaptogenic
3,ocimum,o. gratissimum,,,ocimum tenuiflorum_asthma,ocimum tenuiflorum_malaria,o. sanctum l_cataracts,ocimum tenuiflorum_antiviral,,o. sanctum l_antibacterial
4,o. sanctum l,o. tenuiflorum,,,ocimum tenuiflorum_bronchitis,ocimum tenuiflorum_snake bites,o. sanctum l_asthma,ocimum tenuiflorum_antifertility,,o. sanctum l_analgesic
5,o. sanctum,o. sanctum,,,ocimum tenuiflorum_diabetes,,o. sanctum l_fever,ocimum tenuiflorum_analgesic,,o. sanctum l_antifertility
6,o. gratissimum,,,,,,o. sanctum l_skin diseases,ocimum tenuiflorum_anti-inflammatory,,o. sanctum l_anticancer
7,,,,,,,o. sanctum l_diarrhoea,ocimum tenuiflorum_antibacterial,,o. sanctum l_hepatoprotective
8,,,,,,,o. sanctum l_chronic conjunctivitis,ocimum tenuiflorum_adaptogenic,,o. sanctum l_abortive effects
9,,,,,,,o. sanctum l_insect bites,ocimum tenuiflorum_antidiabetic,,o. sanctum l_anti-inflammatory
10,,,,,,,o. sanctum l_diabetes,ocimum tenuiflorum_antioxidant,,o. sanctum l_antidiabetic
11,,,,,,,o. sanctum l_eye disorders,ocimum tenuiflorum_cardioprotective,,o. sanctum l_antiviral
12,,,,,,,o. sanctum l_snake bites,ocimum tenuiflorum_anaesthetic,,o. tenuiflorum l_abortive effects
13,,,,,,,o. tenuiflorum_antifertility,ocimum tenuiflorum_hepatoprotective,,o. tenuiflorum_male contraceptive
14,,,,,,,o. tenuiflorum_sexually transmitted disease,,,o. tenuiflorum_blood thinning
15,,,,,,,o. tenuiflorum_antifertility effects,,,
