,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,aronia melanocarpa (michx.) elliott,aronia melanocarpa (michx.) elliott,,p. thonningi,,,combretum collinum fresen_inflammatory disorders,combretum collinum fresen_anti-inflammatory,,aronia melanocarpa (michx.) elliott_relaxant
1,zingiber zerumbet,zingiber zerumbet,,s. perfoliata subsp. perfoliata,,,combretum collinum fresen_musculoskeletal disorders,piliostigma thonningii (schum.) milne-redh_anti-inflammatory,,aronia melanocarpa (michx.) elliott_control of gut motility
2,combretum collinum fresen,combretum collinum fresen,,,,,piliostigma thonningii (schum.) milne-redh_inflammatory disorders,c. collinum_anti-inflammatory,,aronia melanocarpa (michx.) elliott_spasmolytic
3,c. collinum,piliostigma thonningii (schum.) milne-redh,,,,,piliostigma thonningii (schum.) milne-redh_musculoskeletal disorders,p. thonningii_anti-inflammatory,,aronia melanocarpa (michx.) elliott_antispasmodic
4,piliostigma thonningii (schum.) milne-redh,ficus natalensis hoechst,,,,,ficus natalensis hoechst_inflammatory disorders,,,zingiber zerumbet_skin hydration
5,p. thonningii,fadogia agrestis schweinf. ex hiern,,,,,ficus natalensis hoechst_musculoskeletal disorders,,,ficus natalensis hoechst_anti-inflammatory
6,ficus natalensis hoechst,entada africana guill. & perr,,,,,fadogia agrestis schweinf. ex hiern_musculoskeletal disorders,,,fadogia agrestis schweinf. ex hiern_anti-inflammatory
7,f. natalensis,chasmanthera dependens hoechst,,,,,entada africana guill. & perr_musculoskeletal disorders,,,entada africana guill. & perr_anti-inflammatory
8,fadogia agrestis schweinf. ex hiern,c. collinum,,,,,chasmanthera dependens hoechst_musculoskeletal disorders,,,chasmanthera dependens hoechst_anti-inflammatory
9,entada africana guill. & perr,p. thonningii,,,,,c. collinum_inflammatory diseases,,,f. natalensis_anti-inflammatory
10,chasmanthera dependens hoechst,f. natalensis,,,,,p. thonningii_inflammatory diseases,,,schisandra rubriflora_antioxidant
11,sideritis,sideritis l,,,,,sideritis_mild gastrointestinal discomfort,,,schisandra chinensis (turcz.) baill_antioxidant
12,sideritis l,sideritis,,,,,sideritis_cognitive function,,,s. rubriflora_antioxidant
13,s. euboea heldr,s. euboea heldr,,,,,sideritis_mood,,,s. rubriflora extracts_antioxidant
14,s. euboea,s. perfoliata l. subsp. perfoliata,,,,,sideritis_common cold,,,crocus sativus l_wound healing
15,s. perfoliata l. subsp. perfoliata,s. cypria post,,,,,,,,
16,s. cypria post,schisandra chinensis (turcz.) baill,,,,,,,,
17,s. cypria,schisandra rubriflora rehder & e.h.wilson,,,,,,,,
18,schisandra chinensis (turcz.) baill,s. rubriflora,,,,,,,,
19,schisandra rubriflora,crocus sativus l,,,,,,,,
20,s. rubriflora,,,,,,,,,
21,schisandra rubriflora rehder & e.h.wilson,,,,,,,,,
22,s. rubriflora extracts,,,,,,,,,
23,crocus sativus l,,,,,,,,,
