,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,zanthoxylum monophyllumtul,zanthoxylum monophyllumtul,trichomonas vaginalis,xanthorhizasimplicissima,zanthoxylum monophyllumtul_eye infections,trichomonas vaginalis_night sweats,,,,
1,phellodendron amurense,phellodendron amurense,coptidis rhizoma,sinopodophyllum hexandrum (royle)t.s.ying,zanthoxylum monophyllumtul_dark vomitus,trichomonas vaginalis_abscesses,,,,
2,p. chinense,p. chinense,ette,argemone alba f.lestib,,trichomonas vaginalis_enteritis,,,,
3,tinospora cordifolia,tinospora cordifolia,xell,,,trichomonas vaginalis_ora,,,,
4,tinospora cordifolia) (willd.) miers,chelidoniummajus,,,,trichomonas vaginalis_boils,,,,
5,tinospora,berberis aristata,urs,,,trichomonas vaginalis_skin diseases,,,,
6,chelidoniummajus,b. aquifolium,song xiao bo,,,trichomonas vaginalis_acute urinary tract infections,,,,
7,berberis aristata,b. asiatica,hina,,,trichomonas vaginalis_vaginal infections,,,,
8,berberis,b. croatica,xiao bo,,,,,,,
9,b. aristata,b. thunbergii,hin,,,,,,,
10,berberis aristata dc,b. vulgaris,oot,,,,,,,
11,b. aquifolium,berberis,indl,,,,,,,
12,berberis aquifolium pursh,b. lycium,opov,,,,,,,
13,b. asiatica,b. aristata,japanese mahonia wood,,,,,,,
14,berberis asiatica roxb. ex dc,b. pseudumbellata,ark,,,,,,,
15,b. croatica,c. fenestratum,rn,,,,,,,
16,berberis croatica mart. ex schult. &schult.f,annickia chlorantha (oliv,hu,,,,,,,
17,b. thunbergii,enantia chlorantha oliv,um,,,,,,,
18,berberis thunbergii dc,annickia pilosa,tem,,,,,,,
19,b. vulgaris,enantia pilosa exell,oir. berberis buxifolia lam,,,,,,,
20,berberis vulgaris l,annickia polycarpa (dc.) setten &maas ex i. m,chnei,,,,,,,
21,berberis aetnensis c.presl,enantiapolycarpa (dc.) engl. & diels,hoc,,,,,,,
22,berberis amurensis rupr,coelocline polycarpa a.dc,ex g,,,,,,,
23,berberis barandana vidal,rollinia mucosa (jacq.) baill,osh,,,,,,,
24,berberis beaniana c. k. schneid,xylopia macrocarpa a.chev,fortune,,,,,,,
25,berberis chitria buch.-ham. ex lindl,rollinia mucosa (jacq.) baill. biriba,sinopodophyllum hexandrum (royle)t.s,,,,,,,
26,berberis concinna hook.f,xylopia polycarpa (dc.) oliv,takeda,,,,,,,
27,berberis congestiflora gay,berberis aetnensis c.presl,nb. nandina,,,,,,,
28,berberis coriaria royle ex lindl,berberis amurensis rupr,argemone alba f,,,,,,,
29,berberis darwinii hook,berberis aquifolium,,,,,,,,
30,berberis densiflora raf,berberis aristata dc,,,,,,,,
31,berberis floribunda wall. ex g.don,berberis asiatica roxb. ex dc,,,,,,,,
32,berberis fortunei lindl,berberis barandana vidal,,,,,,,,
33,berberis guimpelii k. koch & c. d.bouche,berberis barandana vidal. - nd,,,,,,,,
