,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,antiaris toxicaria,antiaris toxicaria,"morus spp.,mulberry",morus spp,,,,,,
1,artocarpus spp,artocarpus spp,"raphia spp.,raffia",eucalyptus spp,,,,,,
2,brosimum spp,brosimum spp,"sabal spp.,palmetto",eugeniauniflora,,,,,,
3,broussonetia papyrifera,broussonetia papyrifera,"uncaria gambir,gambier",psidium guajava,,,,,,
4,castilla elastica,castilla elastica,hesperidium,borassusflabellifer,,,,,,
5,ficus spp,ficus spp,"fortunella spp.,kumquat",calamus spp,,,,,,
6,maclura pomifera,maclura pomifera,"hyoscyamus spp.,henbane",phoenix dactylifera,,,,,,
7,ensete ventricosum,ensete ventricosum,"lycium spp.,matrimony vine",raphia spp,,,,,,
8,musa spp,musa spp,"cuminum cyminum,cumin",sabal spp,,,,,,
9,feijoa sellowiana,feijoa sellowiana,"foeniculum vulgare,fennel",cydonia oblonga,,,,,,
10,melaleuca spp,melaleuca spp,"levisticum officinale,lovage",mespilus germanica,,,,,,
11,pimenta spp,pimenta spp,"elettaria cardamomum,cardamon",rubus spp,,,,,,
12,syzygium spp,syzygium spp,lupinus arcticus)seeds,morindacitrifolia,,,,,,
13,areca catechu,areca catechu,"persea americana),with",rubia tinctorum,,,,,,
14,arenga pinnata,arenga pinnata,"cucumis sativus),with",citrusspp,,,,,,
15,bactris gasipaes,bactris gasipaes,ginseng,dictamnus albus,,,,,,
16,caryota urens,caryota urens,,fortunella spp,,,,,,
17,cocos nucifera,cocos nucifera,,ruta graveolens,,,,,,
18,copernicia spp,copernicia spp,,atropa belladonna,,,,,,
19,elaeis guineensis,elaeis guineensis,,brugmansia spp,,,,,,
20,metroxylon spp,metroxylon spp,,brunfelsia uniflora,,,,,,
21,serenoa repens,serenoa repens,,capsicumspp,,,,,,
22,eriobotrya japonica,eriobotrya japonica,,cyphomandra betacea,,,,,,
23,fragaria spp,fragaria spp,,daturaspp,,,,,,
24,malus domestica,malus domestica,,datura,,,,,,
25,prunus spp,prunus spp,,hyoscyamus spp,,,,,,
26,pyrus communis,pyrus communis,,lycium spp,,,,,,
27,quillaja saponaria,quillaja saponaria,,physalis spp,,,,,,
28,cephaelis ipecacuanha,cephaelis ipecacuanha,,carum carvi,,,,,,
29,cinchona spp,cinchona spp,,coriandrumsativum,,,,,,
30,coffea spp,coffea spp,,cuminum cyminum,,,,,,
31,citrus,citrus,,ferulaassafoetida,,,,,,
32,casimiroa edulis,casimiroa edulis,,foeniculum vulgare,,,,,,
33,galipea officinalis,"galipea officinalis, angostura(flavoring",,levisticum officinale,,,,,,
34,pilocarpus jaborandi,"pilocarpus jaborandi, jaborandi(medicine",,petroselinum crispum,,,,,,
35,poncirus trifoliata,poncirus trifoliata,,pimpinellaanisum,,,,,,
36,duboisia spp,duboisia spp,,elettaria cardamomum,,,,,,
37,lycopersicon esculentum,lycopersicon esculentum,,protea,,,,,,
38,mandragora spp,mandragora spp,,eucalyptus regnans,,,,,,
39,nicotiana spp,nicotiana spp,,ficus benghalensis,,,,,,
40,solanum spp,solanum spp,,aeschynomenehispida,,,,,,
41,withania spp,withania spp,,olealaurifolia,,,,,,
42,anethum graveolens,anethum graveolens,,yuccawhipplei,,,,,,
43,angelica archangelica,"angelica archangelica, angelica(flavoring",,alocasiamacrorrhiza,,,,,,
44,angelica,"apium graveolens, celeriac, celery",,philodendron,,,,,,
45,apium graveolens,"daucus carota, carrot",,raphiafarinifera,,,,,,
46,daucus carota,"pastinaca sativa, parsnip",,lodoicea maldivica,,,,,,
47,pastinaca sativa,aframomum melegueta,,lupinus arcticus,,,,,,
48,aframomum melegueta,alpinia spp,,wolffiaangusta,,,,,,
49,alpinia spp,curcuma spp,,triticumaestivum,,,,,,
50,curcuma spp,kaempferia spp,,saccharum officinarum,,,,,,
51,kaempferia spp,zingiber spp,,coriandum sativum,,,,,,
52,zingiber spp,lomatia tasmanica,,artocarpusheterophyllus,,,,,,
53,lomatia tasmanica,pinus longaeva,,persea americana,,,,,,
54,pinus longaeva,sequoia sempervirens,,cucumis sativus,,,,,,
55,sequoia sempervirens,armillaria ostoyae,,echinaceaspp,,,,,,
56,armillaria ostoyae,sequoiadendron giganteum,,solanummelongena,,,,,,
57,sequoiadendron giganteum,puya raimondii,,galanga,,,,,,
58,puya raimondii,rafflesia arnoldii,,yucca,,,,,,
59,rafflesia arnoldii,crocus sativus,,bromeliad,,,,,,
60,crocus sativus,ephedra,,,,,,,,
61,ephedra,ephedra sinica,,,,,,,,
62,ephedra sinica,ginkgo,,,,,,,,
63,ginkgo,ginkgo biloba).most,,,,,,,,
64,ginkgo biloba,echinacea,,,,,,,,
65,echinacea,,,,,,,,,
