,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,mandragora officinarum,mandragora officinarum,plasmodium vivax,remijiapedunculata,mandragora officinarum_sterility,plasmodium vivax_malaria,remijiapedunculata_malaria,atropa belladonna_sedative,mandragora officinarum_aphrodisiac,mandragora officinarum_sedative
1,cinchona,cinchona,remijia pedunculata,,cinchona_malaria,plasmodium vivax_fever,atropa belladonna_musclespasms,,plasmodium vivax_chills-fever-sweat,mandragora officinarum_aphrodisiacs
2,digitalis purpurea,digitalis purpurea,,,digitalis purpurea_heart disease,papaver somniferum_pain,atropa belladonna_pain,,cinchona_fever,digitalis purpurea_kidney functioning improves
3,atropa belladonna,atropa belladonna,,,digitalis purpurea_dropsy,remijia pedunculata_malaria,,,digitalis purpurea_lengthened intervals between cardiac contractions,digitalis purpurea_blood pressure is increased
4,papaver somniferum,papaver somniferum,,,atropa belladonna_motion sickness,,,,digitalis purpurea_improved kidney functioning,atropa belladonna_stimulate the sympathetic nervoussystem
5,,,,,atropa belladonna_insomnia,,,,digitalis purpurea_regular pulse,atropa belladonna_dilate the pupils
6,,,,,,,,,digitalis purpurea_increased blood pressure,
7,,,,,,,,,digitalis purpurea_copious urine,
8,,,,,,,,,digitalis purpurea_stronger cardiac contractions,
9,,,,,,,,,digitalis purpurea_more regular contractions,
10,,,,,,,,,atropa belladonna_pain relief,
11,,,,,,,,,atropa belladonna_muscle spasm relief,
12,,,,,,,,,papaver somniferum_pain relief,
13,,,,,,,,,remijia pedunculata_fever,
