,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,banisteriopsis caapi,banisteriopsis caapi,,penicillium chrysogenum,,banisteriopsis caapi_interpret illness,banisteriopsis caapi_pain,,banisteriopsis caapi_hallucinations,penicillium chrysogenum_antibiotic
1,b.inebrians,banisteriopsis inebrians,,penicillium notatum,,,b.inebrians_pain,,rivea corymbosa_hallucinogenic,penicillium notatum_antibiotic
2,b.rusbyana,banisteriopsis rusbyana,,streptomyces spp,,,b.rusbyana_pain,,,streptomyces spp_antibiotics
3,rivea corymbosa,rivea corymbosa,,claviceps purpurea,,,,,,claviceps purpurea_vasoconstrictor
4,rivea,turbina corymbosa,,psilocybe spp,,,,,,claviceps purpurea_psychoactive
5,turbina corymbosa,ipomoea violacea,,amanita muscaria,,,,,,psilocybe spp_psychoactive
6,ipomoea violacea,,,conocybe spp,,,,,,amanita muscaria_psychoactive
7,,,,lycoperdon marginatum,,,,,,conocybe spp_psychoactive
8,,,,lycoperdon mixtecorum,,,,,,lycoperdon marginatum_psychoactive
9,,,,datura inoxia,,,,,,lycoperdon mixtecorum_psychoactive
10,,,,agaricus bisporus,,,,,,
11,,,,agaricus campestris,,,,,,
12,,,,agrobacterium tumifaciens,,,,,,
13,,,,aspergillus flavus,,,,,,
14,,,,spergillus oryzae,,,,,,
15,,,,auricularia auricula-judae,,,,,,
16,,,,boletus spp,,,,,,
17,,,,botrytis cinerea,,,,,,
18,,,,candida albicans,,,,,,
19,,,,cantharellus cibarius,,,,,,
20,,,,cortinellus edodes,,,,,,
21,,,,cryphonectaria parasitica,,,,,,
22,,,,drechslera oryzeae,,,,,,
23,,,,flammulina velutipes,,,,,,
24,,,,fusarium oxysporum,,,,,,
25,,,,hemileia vastatrix,,,,,,
26,,,,lactarius deliciosus,,,,,,
27,,,,lentinus edodes,,,,,,
28,,,,lycoperdon spp,,,,,,
29,,,,monilinia fructicola,,,,,,
30,,,,morchella esculenta,,,,,,
31,,,,mycosphaerella spp,,,,,,
32,,,,ophiostoma ulmi,,,,,,
33,,,,paneolus spp,,,,,,
34,,,,penicillium camemberti,,,,,,
35,,,,penicillium roquefortii,,,,,,
36,,,,phytophthora infestans,,,,,,
37,,,,phytophthora palmivora,,,,,,
38,,,,plasmopara viticola,,,,,,
39,,,,pleurotus spp,,,,,,
40,,,,puccinia graminis,,,,,,
41,,,,rhizobium leguminosarum,,,,,,
42,,,,russula spp,,,,,,
43,,,,saccharomyces carlsbergensis,,,,,,
44,,,,saccharomyces cervisieae,,,,,,
45,,,,saccharomyces ellipsoideus,,,,,,
46,,,,saccharomyces theobromae,,,,,,
47,,,,stropharia spp,,,,,,
