,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,hypericum perforatum,hypericum perforatum,,lepdium spp,curcuma longa_ulcers,hamamelis virginiana_swelling,urtica dioica_strokes,myroxylon pereirae_antiseptic,diospyros virginiana_astringent,diospyros virginiana_astringents
1,curcuma longa,curcuma longa,,polygnum aviculare,allium cepa_varicose veins,lindera benzoin_yeast infections,salix spp_strokes,myrica cerifera_astringent,erythroxylum coca_anesthetic,chenopodium ambrosioides_vebrmifuges
2,allium cepa,allium cepa,,xanthorrhiza simplicissima,allium cepa_tuberculosis,fagus grandifolia_poison-ivy,salix spp_sciatica,amorpha canescens_cautery and moxa,quercus spp_astringent,erythroxylum coca_anesthetics
3,hedeoma pulegioides,hedeoma pulegioides,,ascelpias syriaca,melaleuca spp_vaginitis,solidago rigida_bee stings,gaultheria procumbens_sore throat,silphium spp_dentistry,rhamnus purshiana_cathartic,myroxylon pereirae_asepsis
4,pycnanthemum muticum,pycnanthemum muticum,,azadiracta indica,urtica dioica_sciatica,impatiens biflora_nettles,gaultheria procumbens_sciatica,solidago ulmifolia_revive people,podophyllum peltatum_cathartic,liriodendron tulipifera_dentistry
5,avena sativa,avena sativa,,,salix spp_toothache,impatiens biflora_poison-ivy,angelica chinense_shingles,ostrya virginiana_diuretic,eriogonum jamesii_contraceptive,rhamnus purshiana_cathartics
6,illicium verum,illicium verum,,,salix spp_warts,astragalus nitidus_poison-ivy,angelica chinense_sciatica,medicago sativa_analgesic,apocynum androsaemifolium_contraceptive,podophyllum peltatum_cathartics
7,melaleuca spp,melaleuca spp,,,zingiber officinale_worms,lepidium virginianum_poison-ivy,sida cordifolia_sores,,frasera speciosa_contraceptive,eriogonum jamesii_contraceptives
8,juglans spp,juglans spp,,,zingiber officinale_toothache,tephrosia virginiana_bladder trouble,sida cordifolia_sciatica,,arisaema triphylla_contraceptive,apocynum androsaemifolium_contraceptives
9,aloe,aloe spp,,,zingiber officinale_ulcers,pinus virginiana_kidney ailments,brassica nigra_sciatica,,asclepias hallii_contraceptive,frasera speciosa_contraceptives
10,aloe spp,vitex negundo,,,sesamum indicum_toothache,lobelia siphilitica_gonorrhea,sinapis alba_sciatica,,asclepias syriaca_contraceptive,arisaema triphylla_contraceptives
11,vitex negundo,mentha piperita,,,sesamum indicum_tinnitus,anemopsis californica_gonorrhea,lepdium spp_sciatica,,lithospermum ruderale_contraceptive,asclepias hallii_contraceptives
12,mentha piperita,tanacetum vulgare,,,melissa officinalis_shingles,,zingiber officinale_strokes,,asarum canadense_contraceptive,asclepias syriaca_contraceptives
13,tanacetum vulgare,urtica dioica,,,melissa officinalis_viral infection,,zingiber officinale_sciatica,,cephaelis ipecachuanha_emetic,lithospermum ruderale_contraceptives
14,urtica dioica,salix spp,,,capsicum spp_toothache,,zingiber officinale_sore throat,,cinchona spp_febrifuge,asarum canadense_contraceptives
15,salix spp,gaultheria procumbens,,,capsicum spp_eye problems,,zingiber officinale_swelling,,echinacea angustifolia_universal panacea,cephalanthus occidentalis_dentistry
16,gaultheria procumbens,angelica chinense,,,capsicum spp_ulcers,,sesamum indicum_sciatica,,lithospermum pilosum_urinary disorders,silphium spp_clean teeth
17,angelica chinense,sida cordifolia,,,glycyrrhiza glabra_tooth decay,,sesamum indicum_ringing in ears,,monarda mollis_vermifuge,cornus paniculata_dentistry
18,sida cordifolia,brassica nigra,,,glycyrrhiza glabra_yeast infections,,capsicum spp_shingles,,spigelia marilandica_vermifuge,xanthoxylum americanum_dentistry
19,brassica nigra,sinapis alba,,,glycyrrhiza glabra_viral infection,,scutellaria baicalensis_shingles,,prunus americana_vermifuge,myrica asplenifolium_dentistry
20,sinapis alba,zingiber officinale,,,glycyrrhiza glabra_tuberculosis,,glycyrrhiza glabra_sore throat,,,cephaelis ipecachuanha_emetics
21,zingiber officinale,sesamum indicum,,,glycyrrhiza glabra_ulcers,,glycyrrhiza glabra_shingles,,,cinchona spp_febrifuges
22,sesamum indicum,melissa officinalis,,,portulaca oleracea_wrinkles,,passiflora incarnata_shingles,,,zizia aurea_febrifuges
23,melissa officinalis,capsicum spp,,,glycine max_warts,,citrus bergamotia_shingles,,,astragalus caroliniana_febrifuges
24,capsicum spp,scutellaria baicalensis,,,allium sativum_tonsillitis,,pyrus spp_shingles,,,verbesina virginica_febrifuges
