,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,aloe vera,aloe vera,,eucalyptus,aloe vera_arthritis,trigonella foenum-graecum l_diabetes,aloe vera_itchy skin,aloe vera_wound healing,,momordica charantia l_hypoglycaemic
1,viola odorata l,viola odorata l,,,aloe vera_irritable bowel syndrome,,aloe vera_burns,aloe vera_immune boosting,,momordica charantia l_glucose absorption
2,momordica charantia l,momordica charantia l,,,aloe vera_tooth aches,,aloe vera_skin irritation,aloe vera_anti-inflammatory,,momordica charantia l_increase glucose uptake in liver cells
3,trigonella foenum-graecum l,trigonella foenum-graecum l,,,aloe vera_stomach and duodenal ulcers,,aloe vera_eczema,trigonella foenum-graecum l_anti-diabetic,,momordica charantia l_improve insulin secretion
4,,,,,aloe vera_mouth ulcers,,viola odorata l_coughs,,,trigonella foenum-graecum l_reduce bg levels
5,,,,,aloe vera_skin conditions,,viola odorata l_colds,,,trigonella foenum-graecum l_improving insulin response in diabetics
6,,,,,aloe vera_diabetes,,,,,
7,,,,,viola odorata l_catarrh,,,,,
8,,,,,viola odorata l_pain,,,,,
9,,,,,viola odorata l_headache,,,,,
10,,,,,viola odorata l_fever,,,,,
11,,,,,viola odorata l_cough,,,,,
12,,,,,momordica charantia l_diabetes,,,,,
