,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,origanum vulgare,origanum vulgare l,,matricaria,,,,,,
1,origanum,dioscorea communis (l.) caddick & wilkin,,mentha,,,,,,
2,origanum vulgare l,echium italicum l,,thymus,,,,,,
3,o. vulgare,erodium cicutarium (l.) l'her,,sideritis,,,,,,
4,dioscorea communis (l.) caddick & wilkin,glebionis segetum (l.) fourr,,tilia,,,,,,
5,echium italicum l,plantago lagopus l,,cynara scolymus l,,,,,,
6,erodium cicutarium,verbena officinalis l,,,,,,,,
7,erodium cicutarium (l.) l'her,scolymus hispanicus l,,,,,,,,
8,glebionis segetum (l.) fourr,muscari spreitzenhoferi (heldr.) h.r. wehrh,,,,,,,,
9,plantago lagopus l,cynara cardunculus l,,,,,,,,
10,verbena officinalis,,,,,,,,,
11,verbena officinalis l,,,,,,,,,
12,scolymus hispanicus l,,,,,,,,,
13,muscari spreitzenhoferi (heldr.) h.r. wehrh,,,,,,,,,
14,cynara cardunculus,,,,,,,,,
15,cynara cardunculus l,,,,,,,,,
