,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,eucnide spp,eucnide spp,strychnos nux-vomica,strycnhos nux-vomica,,eucnide spp_dermatitis,,,rhamnus purshiana_medicinal uses,
1,gelsemium sempervirens,gelsemium sempervirens,papaver somniferum,logania,,gelsemium sempervirens_cns,,,,
2,spigelia spp,spigelia spp,coffea arabica,papaver sominferum,,gelsemium sempervirens_respiratory,,,,
3,heimia salicifolia,heimia salicifolia,poncirus trifoliata,fagopyrin,,spigelia spp_gi,,,,
4,illicium anisatum,illicium anisatum,blighia sapida,protea,,spigelia spp_convulsions,,,,
5,magnolia,magnolia grandiflora,sapindus spp,coffee arabica,,strychnos nux-vomica_cns (tetanic seizures,,,,
6,magnolia grandiflora,gossypium spp,ailanthus altissima,poincirus trifoliata,,heimia salicifolia_cns,,,,
7,gossypium spp,malva parviflora,atropa belladonna,simarouba,,illicium anisatum_gi,,,,
8,malva parviflora,melia azedarach,apium graveolens,ailanthus altissimus,,illicium anisatum_convulsions,,,,
9,melia azedarach,swietenia mahagoni,,mezereum,,illicium anisatum_coma,,,,
10,swietenia mahagoni,melianthus spp,,apium graveolen,,magnolia grandiflora_dermatitis,,,,
11,melianthus,cocculus indicus,,symptomsamaryllis,,gossypium spp_gi,,,,
12,melianthus spp,menispermum canadense,,hippeastrum spp,,gossypium spp_cardiac failure,,,,
13,cocculus indicus,ficus spp,,begonia spp,,gossypium spp_male sterility,,,,
14,menispermum canadense,maclura pomifera,,colchicum autumnale,,malva parviflora_cns disturbances,,,,
15,ficus spp,morus spp,,caesalpinia gillesii,,malva parviflora_shivers,,,,
16,maclura pomifera,myoporum laetum,,dicentra spp,,melia azedarach_gi,,,,
17,morus spp,myristica fragrans,,buxus sempervirens,,melia azedarach_cns,,,,
18,myoporum,eucalyptus spp,,fagopyrum sagittatum,,melia azedarach_death,,,,
19,myoporum laetum,melaleuca quinquenervia,,caladium spp,,swietenia mahagoni_gi,,,,
20,myristica fragrans,mirabilis jalapa,,zantedeschia aethiopica,,swietenia mahagoni_cv,,,,
21,eucalyptus spp,ligustrum spp,,ricinus communis,,melianthus spp_cv,,,,
22,melaleuca quinquenervia,cypripedium spp,,,,melianthus spp_death,,,,
23,mirabilis jalapa,oxalis pes-caprae,,,,cocculus indicus_gi,,,,
24,ligustrum spp,areca catechu,,,,cocculus indicus_convulsions,,,,
25,cypripedium spp,caryota spp,,,,cocculus indicus_coma,,,,
26,oxalis pes-caprae,argemone spp,,,,menispermum canadense_gi,,,,
27,oxalis,chelidonium majus,,,,ficus spp_dermatitis,,,,
28,areca catechu,papaver spp,,,,ficus spp_photodermatitis,,,,
29,caryota spp,sanguinaria canadensis,,,,maclura pomifera_mechanically injurious (obstruction,,,,
30,argemone spp,phytolacca americana,,,,morus spp_gi,,,,
31,chelidonium majus,rivina humilis,,,,morus spp_dermatitis,,,,
32,papaver spp,pittosporum spp,,,,morus spp_cns,,,,
33,sanguinaria canadensis,plumbago spp,,,,myoporum laetum_gi,,,,
34,phytolacca americana,fagopyrum esculentum,,,,myoporum laetum_convulsions,,,,
35,rivina humilis,rheum rhabarbarum,,,,myoporum laetum_death,,,,
36,pittosporum,rumex spp,,,,myoporum laetum_coma,,,,
37,pittosporum spp,anagallis arvensis,,,,myristica fragrans_gi,,,,
38,plumbago spp,cyclamen spp,,,,myristica fragrans_cns,,,,
39,fagopyrum esculentum,primula obconica,,,,myristica fragrans_recreational drug use,,,,
40,rheum rhabarbarum,grevillea spp,,,,eucalyptus spp_gi,,,,
41,rumex spp,aconitum spp,,,,eucalyptus spp_cns,,,,
42,anagallis arvensis,actaea spp,,,,eucalyptus spp_respiratory,,,,
43,cyclamen spp,adonis spp,,,,melaleuca quinquenervia_dermatitis,,,,
44,primula obconica,anemone spp,,,,melaleuca quinquenervia_respiratory,,,,
45,grevillea spp,caltha spp,,,,mirabilis jalapa_gi,,,,
46,aconitum spp,clematis spp,,,,mirabilis jalapa_dermatitis,,,,
47,actaea spp,delphinium spp,,,,ligustrum spp_gi,,,,
48,adonis spp,helleborus niger,,,,ligustrum spp_death,,,,
49,anemone spp,hydrastis canadensis,,,,ligustrum spp_kidney damage,,,,
50,caltha spp,ranunculus spp,,,,cypripedium spp_dermatitis,,,,
51,clematis spp,karwinskia humboldtiana,,,,oxalis pes-caprae_gi,,,,
52,delphinium spp,rhamnus purshiana,,,,oxalis pes-caprae_circulatory,,,,
53,helleborus niger,rhamnus spp,,,,areca catechu_gi,,,,
54,hydrastis canadensis,cercocarpus spp,,,,areca catechu_cns,,,,
55,ranunculus spp,eriobotrya japonica,,,,caryota spp_dermatitis,,,,
56,karwinskia humboldtiana,malus sylvestris,,,,caryota spp_m & t,,,,
57,rhamnus purshiana,prunus amygdalus,,,,argemone spp_gi,,,,
58,rhamnus spp,prunus armeniaca,,,,argemone spp_cns,,,,
59,cercocarpus spp,prunus domestica,,,,chelidonium majus_gi,,,,
60,eriobotrya japonica,prunus persica,,,,chelidonium majus_cns,,,,
61,malus sylvestris,prunus spp,,,,chelidonium majus_circulatory,,,,
62,prunus amygdalus,pyracantha spp,,,,papaver somniferum_gi,,,,
63,prunus armeniaca,pyrus communis,,,,papaver somniferum_cns,,,,
64,prunus domestica,rhodotypos scandens,,,,papaver spp_gi,,,,
65,prunus persica,cephalanthus occidentalis,,,,papaver spp_cns,,,,
66,prunus spp,citrus aurantiifolia,,,,sanguinaria canadensis_gi,,,,
67,pyracantha spp,dictamnus albus,,,,sanguinaria canadensis_cns,,,,
68,pyrus communis,ptelea spp,,,,phytolacca americana_mitogenic effects,,,,
69,rhodotypos scandens,ruta graveolens,,,,phytolacca americana_gi,,,,
70,cephalanthus occidentalis,skimmia japonica,,,,phytolacca americana_death,,,,
71,citrus,manilkara zapota,,,,rivina humilis_gi,,,,
72,citrus aurantiifolia,digitalis spp,,,,pittosporum spp_gi,,,,
73,dictamnus albus,veronica virginica,,,,plumbago spp_dermatitis,,,,
74,ptelea spp,brugmansia spp,,,,fagopyrum esculentum_photosensitization,,,,
75,ruta graveolens,capsicum spp,,,,rheum rhabarbarum_gi,,,,
76,skimmia japonica,cestrum spp,,,,rheum rhabarbarum_circulatory,,,,
77,manilkara zapota,datura stramonium,,,,rumex spp_gi,,,,
78,digitalis spp,datura spp,,,,rumex spp_circulatory,,,,
79,veronica virginica,hyoscyamus niger,,,,anagallis arvensis_gi,,,,
80,brugmansia spp,lycium spp,,,,anagallis arvensis_dermatitis,,,,
81,capsicum spp,lycopersicon esculentum,,,,anagallis arvensis_death,,,,
82,cestrum spp,nicotiana spp,,,,cyclamen spp_dermatitis,,,,
83,datura stramonium,physalis spp,,,,cyclamen spp_gi irritation,,,,
84,datura,solandra spp,,,,primula obconica_dermatitis,,,,
85,datura spp,solanum carolinense,,,,primula obconica_gi irritation,,,,
86,hyoscyamus niger,solanum dulcamara,,,,grevillea spp_dermatitis,,,,
87,lycium spp,solanum elaeagnifolium,,,,aconitum spp_circulatory,,,,
88,lycopersicon esculentum,solanum gracile,,,,aconitum spp_cardiac,,,,
89,nicotiana spp,solanum nigrum,,,,actaea spp_gi,,,,
