,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,viola odorata l,viola odorata l,,aloe vera,viola odorata l_pain,,aloe vera_eczema,momordica charantia l_hypoglycaemic,,aloe vera_wound healing
1,momordica charantia l,momordica charantia l,,eucalyptus,viola odorata l_headache,,aloe vera_tooth aches,trigonella foenum-graecum l_anti-diabetic,,aloe vera_anti-inflammatory
2,trigonella foenum-graecum l,trigonella foenum-graecum l,,,viola odorata l_cough,,aloe vera_skin irritation,,,aloe vera_immune boosting effects
3,,,,,viola odorata l_catarrh,,aloe vera_mouth ulcers,,,momordica charantia l_glucose absorption
4,,,,,viola odorata l_fever,,aloe vera_skin conditions,,,momordica charantia l_improve insulin secretion
5,,,,,momordica charantia l_diabetes,,aloe vera_arthritis,,,momordica charantia l_increase glucose uptake in liver cells
6,,,,,,,aloe vera_diabetes,,,trigonella foenum-graecum l_improving insulin response in diabetics
7,,,,,,,aloe vera_itchy skin,,,trigonella foenum-graecum l_reduce bg levels
8,,,,,,,aloe vera_irritable bowel syndrome,,,
9,,,,,,,aloe vera_stomach and duodenal ulcers,,,
10,,,,,,,aloe vera_burns,,,
11,,,,,,,viola odorata l_coughs,,,
12,,,,,,,viola odorata l_colds,,,
