,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,taphrina deformans,taphrina deformans,yucca mohavensis,oregon balsam,,taphrina deformans_peach leaf curl,urechites suberecta_hemorrhoids,dryopteris filix-mas_vermifuge,dryopteris dilatata_vermifuge,pistacia lentiscus_purgative
1,tolypocladium inflatum,tolypocladium inflatum,amaranthus caudatus,acanthus,,ustilago maydis_corn smut,asclepias curassavica_menstruation,,justicia pectoralis_psychoactive,apocynum venetum_cardiac stimulant
2,torulaspora delbrueckii,torulaspora delbrueckii,schinus lorentzii,yucca mohavensi,,thevetia spp_hemorrhoids,asclepias spp_toothache,,metopium toxiferum_purgative,apocynum venetum_emetic
3,torulaspora holmii,torulaspora holmii,schinus molle,amaranthus caudatu,,thevetia spp_heart,cryptostegia grandiflora_malaria,,alstonia scholaris_vermifuge,asclepias curassavica_abortifacient
4,tuber spp,tuber spp,sclerocarya birrea ssp. caffra,,,aristolochia spp_menstruation,,,apocynum cannabinum_emetic,asclepias spp_tooth extraction
5,ustilago maydis,ustilago maydis,semecarpus anacardium,,,asclepias curassavica_toothache,,,apocynum cannabinum_cardiac stimulant,
6,volvariella volvacea,volvariella volvacea,hancornia speciosa,,,asclepias curassavica_tooth extraction,,,aristolochia spp_abortifacient,
7,zygosaccharomyces soyae,zygosaccharomyces soyae,aralia cordata,,,cryptolepis sanguinolenta_malaria,,,,
8,cetraria islandica,cetraria islandica,aralia nudicaulis,,,,,,,
9,evernia prunastri,evernia prunastri,aralia racemosa,,,,,,,
10,evernia sp,evernia sp,,,,,,,,
11,evernia vulpina,evernia vulpina,,,,,,,,
12,lecanora esculenta,lecanora esculenta,,,,,,,,
13,parmelia conspera,parmelia conspera,,,,,,,,
14,rocella tinctoria,rocella tinctoria,,,,,,,,
15,umbilicaria pustulata,umbilicaria pustulata,,,,,,,,
16,urceolaria spp,urceolaria spp,,,,,,,,
17,usnea spp,usnea spp,,,,,,,,
18,sphagnum spp,sphagnum spp,,,,,,,,
19,sphagnum,cyathaea spp,,,,,,,,
20,cyathaea spp,dryopteris dilatata,,,,,,,,
21,dryopteris dilatata,dryopteris filix-mas,,,,,,,,
22,dryopteris filix-mas,equisetum spp,,,,,,,,
23,equisetum spp,lycopodium alpinum,,,,,,,,
24,lycopodium alpinum,lycopodium clavatum,,,,,,,,
25,lycopodium clavatum,matteuccia struthiopteris,,,,,,,,
26,matteuccia struthiopteris,osmunda cinnamomum,,,,,,,,
27,osmunda cinnamomum,pteridium aquilinum,,,,,,,,
28,pteridium aquilinum,agathis australis,,,,,,,,
29,agathis australis,araucaria araucana,,,,,,,,
30,araucaria,araucaria columnaris,,,,,,,,
31,araucaria araucana,araucaria cunninghamii,,,,,,,,
32,araucaria columnaris,araucaria excelsa,,,,,,,,
33,araucaria cunninghamii,calocedrus decurrens,,,,,,,,
34,araucaria excelsa,chamaecyparis lawsoniana,,,,,,,,
35,calocedrus decurrens,chamaecyparis nootkatensis,,,,,,,,
36,chamaecyparis lawsoniana,juniperus communis,,,,,,,,
37,chamaecyparis nootkatensis,juniperus virginiana,,,,,,,,
38,juniperus communis,sequoia sempervirens,,,,,,,,
39,juniperus virginiana,sequoiadendron giganteum,,,,,,,,
40,sequoia sempervirens,taxodium distichum,,,,,,,,
41,sequoiadendron giganteum,thuja occidentalis,,,,,,,,
42,taxodium distichum,thuja plicata,,,,,,,,
43,thuja occidentalis,tsuga canadensis,,,,,,,,
44,thuja plicata,tsuga heterophylla,,,,,,,,
45,tsuga canadensis,cycas circinalis,,,,,,,,
46,tsuga heterophylla,cycas revoluta,,,,,,,,
47,cycas circinalis,dioon edule,,,,,,,,
48,cycas revoluta,encephalartos caffer,,,,,,,,
49,dioon edule,encephalartos altensteinii,,,,,,,,
50,encephalartos caffer,zamia floridana,,,,,,,,
51,encephalartos altensteinii,ephedra sinica,,,,,,,,
52,zamia floridana,ephedra trifurca,,,,,,,,
53,ephedra sinica,ginkgo biloba,,,,,,,,
54,ephedra trifurca,abies alba,,,,,,,,
55,ginkgo biloba,abies amabalis,,,,,,,,
56,abies alba,abies balsamea,,,,,,,,
57,abies amabalis,abies concolor,,,,,,,,
58,abies balsamea,abies grandis,,,,,,,,
59,abies concolor,abies magnifica,,,,,,,,
60,abies grandis,abies procera,,,,,,,,
61,abies magnifica,cedrus atlantica,,,,,,,,
62,abies procera,cedrus deodara,,,,,,,,
63,cedrus atlantica,cedrus libani,,,,,,,,
64,cedrus deodara,larix decidua,,,,,,,,
65,cedrus libani,larix laricina,,,,,,,,
66,larix decidua,larix occidentalis,,,,,,,,
67,larix laricina,picea abies,,,,,,,,
68,larix occidentalis,picea engelmannii,,,,,,,,
69,picea abies,picea glauca,,,,,,,,
70,picea engelmannii,picea rubens,,,,,,,,
71,picea glauca,picea sitchensis,,,,,,,,
72,picea rubens,pinus cembra,,,,,,,,
73,picea sitchensis,pinus cembroides,,,,,,,,
74,pinus cembra,pinus edulis,,,,,,,,
75,pinus cembroides,pinus lambertiana,,,,,,,,
76,pinus edulis,pinus monophylla,,,,,,,,
77,pinus lambertiana,pinus monticola,,,,,,,,
78,pinus monophylla,pinus palustris,,,,,,,,
79,pinus monticola,pinus pinea,,,,,,,,
80,pinus palustris,pinus ponderosa,,,,,,,,
81,pinus pinea,pinus strobus,,,,,,,,
82,pinus ponderosa,pinus succinifera,,,,,,,,
83,pinus strobus,pinus sylvestris,,,,,,,,
84,pinus succinifera,pinus taeda,,,,,,,,
85,pinus sylvestris,pinus spp,,,,,,,,
86,pinus taeda,pseudotsuga menziesii,,,,,,,,
87,pinus spp,podocarpus spp,,,,,,,,
88,pseudotsuga menziesii,taxus baccata,,,,,,,,
89,podocarpus spp,taxus brevifolia,,,,,,,,
90,taxus baccata,taxus cuspidata,,,,,,,,
91,taxus brevifolia,torreya nucifera,,,,,,,,
92,taxus cuspidata,justicia pectoralis,,,,,,,,
93,torreya nucifera,acer nigrum,,,,,,,,
94,justicia pectoralis,acer platanoides,,,,,,,,
95,acer nigrum,acer pseudoplatanus,,,,,,,,
96,acer platanoides,acer rubrum,,,,,,,,
97,acer pseudoplatanus,acer saccharum,,,,,,,,
98,acer rubrum,actinidia deliciosa,,,,,,,,
99,acer saccharum,agave atrovirens,,,,,,,,
100,actinidia deliciosa,agave cantala,,,,,,,,
101,agave atrovirens,agave fourcryodes,,,,,,,,
102,agave cantala,agave lecheguilla,,,,,,,,
103,agave fourcryodes,agave sisalina,,,,,,,,
104,agave lecheguilla,agave tequilina,,,,,,,,
105,agave sisalina,agave zapupe,,,,,,,,
106,agave tequilina,agave spp,,,,,,,,
107,agave zapupe,furcraea cabuya,,,,,,,,
108,agave spp,furcraea foetida,,,,,,,,
109,furcraea cabuya,furcraea hexapetala,,,,,,,,
110,furcraea foetida,furcraea macrophylla,,,,,,,,
111,furcraea hexapetala,cordyline terminale,,,,,,,,
112,furcraea macrophylla,dracaena draco,,,,,,,,
113,cordyline terminale,nolina spp,,,,,,,,
114,dracaena draco,phormium tenax,,,,,,,,
115,nolina spp,polianthes tuberosa,,,,,,,,
116,phormium tenax,samuela carnerosana,,,,,,,,
117,polianthes tuberosa,sansevieria spp,,,,,,,,
118,samuela carnerosana,yucca baccata,,,,,,,,
119,sansevieria spp,yucca brevifolia,,,,,,,,
120,yucca baccata,yucca funifera,,,,,,,,
121,yucca brevifolia,yucca glauca,,,,,,,,
122,yucca funifera,yucca treculeana,,,,,,,,
123,yucca glauca,yucca whipplei,,,,,,,,
124,yucca treculeana,yucca spp,,,,,,,,
125,yucca whipplei,tetragonia inexpansa,,,,,,,,
126,yucca spp,sagittaria latifolia,,,,,,,,
127,tetragonia inexpansa,sagittaria sagittifolia,,,,,,,,
128,sagittaria latifolia,amaranthus gangeticus,,,,,,,,
129,sagittaria sagittifolia,amaranthus hypochondriachus,,,,,,,,
130,amaranthus gangeticus,amaranthus tricolor,,,,,,,,
131,amaranthus hypochondriachus,anacardium occidentale,,,,,,,,
132,amaranthus tricolor,buchanania lanzan,,,,,,,,
133,anacardium occidentale,cotinus coggygria,,,,,,,,
134,buchanania lanzan,cotinus obovatus,,,,,,,,
135,cotinus coggygria,harpephyllum caffrum,,,,,,,,
136,cotinus obovatus,mangifera indica,,,,,,,,
137,harpephyllum caffrum,melanorrhoea usitata,,,,,,,,
138,mangifera indica,metopium toxiferum,,,,,,,,
139,melanorrhoea usitata,pistacia lentiscus,,,,,,,,
140,metopium toxiferum,pistacia vera,,,,,,,,
141,pistacia lentiscus,rhus coriaria,,,,,,,,
142,pistacia vera,rhus verniciflua,,,,,,,,
143,rhus coriaria,rhus spp,,,,,,,,
144,rhus verniciflua,schinopsis spp,,,,,,,,
145,rhus spp,spondias cytherea,,,,,,,,
146,schinopsis spp,spondias dulcis,,,,,,,,
147,spondias cytherea,spondias mombin,,,,,,,,
148,spondias dulcis,spondias purpurea,,,,,,,,
149,spondias mombin,annona x atemoya,,,,,,,,
150,spondias purpurea,annona cherimola,,,,,,,,
151,annona x atemoya,annona glabra,,,,,,,,
152,annona cherimola,annona muricata,,,,,,,,
153,annona glabra,annona reticulata,,,,,,,,
154,annona muricata,annona squamosa,,,,,,,,
155,annona reticulata,asimina triloba,,,,,,,,
156,annona squamosa,cananga odorata,,,,,,,,
157,asimina triloba,alstonia congensis,,,,,,,,
158,cananga odorata,alstonia constricta,,,,,,,,
159,alstonia congensis,alstonia scholaris,,,,,,,,
160,alstonia constricta,alstonia spatulata,,,,,,,,
161,alstonia scholaris,apocynum cannabinum,,,,,,,,
162,alstonia spatulata,apocynum venetum,,,,,,,,
163,apocynum cannabinum,carissa microcarpa,,,,,,,,
164,apocynum venetum,catharanthus roseus,,,,,,,,
165,carissa microcarpa,couma macrocarpa,,,,,,,,
166,catharanthus roseus,cryptostegia spp,,,,,,,,
167,couma macrocarpa,dyera costulata,,,,,,,,
168,cryptostegia spp,funtumia africana,,,,,,,,
169,dyera costulata,funtumia elastica,,,,,,,,
170,funtumia africana,landolphia kirkii,,,,,,,,
171,funtumia elastica,landolphia spp,,,,,,,,
172,landolphia kirkii,plumeria spp,,,,,,,,
173,landolphia,rauvolfia serpentina,,,,,,,,
174,landolphia spp,strophanthus hispidus,,,,,,,,
175,plumeria spp,strophanthus kombe,,,,,,,,
176,plumeria,strophanthus gratus,,,,,,,,
177,rauvolfia serpentina,thevetia spp,,,,,,,,
178,strophanthus hispidus,urechites suberecta,,,,,,,,
179,strophanthus kombe,willughbeia coriacea,,,,,,,,
180,strophanthus gratus,aponogeton dystachyon,,,,,,,,
181,thevetia spp,ilex paraguariensis,,,,,,,,
182,urechites suberecta,ilex vomitoria,,,,,,,,
183,willughbeia coriacea,acorus calamus,,,,,,,,
184,aponogeton dystachyon,alocasia macrorrhiza,,,,,,,,
185,aponogeton,amorphophallus campanulatus,,,,,,,,
186,ilex paraguariensis,colocasia antiquorum,,,,,,,,
187,ilex vomitoria,colocasia esculenta,,,,,,,,
188,acorus calamus,cyrtosperma chamissonis,,,,,,,,
189,alocasia macrorrhiza,monstera deliciosa,,,,,,,,
190,amorphophallus campanulatus,philodendron spp,,,,,,,,
191,colocasia antiquorum,xanthosoma atrovirens,,,,,,,,
192,colocasia esculenta,xanthosoma sagittifolium,,,,,,,,
193,cyrtosperma chamissonis,eleutherococcus senticosus,,,,,,,,
194,monstera deliciosa,oplopanax horridus,,,,,,,,
195,philodendron spp,panax ginseng,,,,,,,,
196,xanthosoma atrovirens,panax quinquefolium,,,,,,,,
197,xanthosoma sagittifolium,tetrapanax papyriferum,,,,,,,,
198,eleutherococcus senticosus,aristolochia spp,,,,,,,,
199,oplopanax horridus,asclepias curassavica,,,,,,,,
200,panax ginseng,asclepias spp,,,,,,,,
201,panax quinquefolium,calotropis gigantea,,,,,,,,
202,tetrapanax papyriferum,cryptolepis sanguinolenta,,,,,,,,
203,aristolochia spp,cryptostegia grandiflora,,,,,,,,
204,asclepias curassavica,basella alba,,,,,,,,
205,asclepias spp,ullucus tuberosus,,,,,,,,
206,calotropis gigantea,batis spp,,,,,,,,
207,cryptolepis sanguinolenta,berberis vulgaris,,,,,,,,
208,cryptostegia grandiflora,podophyllum emodi,,,,,,,,
209,basella alba,,,,,,,,,
210,basella,,,,,,,,,
211,ullucus tuberosus,,,,,,,,,
212,batis spp,,,,,,,,,
213,berberis vulgaris,,,,,,,,,
214,podophyllum emodi,,,,,,,,,
