,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,s. lucida,scrophularia lucida,,scrophularia deserti,,scrophularia lucida_breast cancer,scrophularia variegata_breast cancer,,scrophularia lucida_inhibition of metastasis,s. lucida_inhibit metastasis in breast cancer
1,scrophularia,scrophularia buergeriana,,scrophularia variegata,,,scrophularia_tumor,,,scrophularia deserti_antidiabetic
2,scrophularia lucida,scrophularia scopolii,,scrophularia auriculata,,,,,,scrophularia deserti_antiinflammatory
3,scrophularia buergeriana,,,scrophularianingpoensis,,,,,,scrophularia auriculata_anti-inflammatory
4,scrophularia buergeriana (miquel,,,scrophularia striata,,,,,,scrophularia buergeriana_neuroprotective
5,scrophularia scopolii [hoppe ex] pers. var. scopolii,,,scrophularia koelzii,,,,,,scrophularianingpoensis_antimicrobial
6,s. scopolii,,,scrophularia ilwensis,,,,,,
7,,,,scrophularia nodosa,,,,,,
8,,,,saussurea medusa,,,,,,
9,,,,scrophulariascopolii,,,,,,
10,,,,scrophularia auriculata ssp.pseudoauriculata,,,,,,
11,,,,scrophularia orientalis,,,,,,
12,,,,scrophularia amplexicaulis benth,,,,,,
