,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,,,zanthoxylum monophyllum tul,zanthoxylum monophyllumtul,,,zanthoxylum monophyllumtul_eye infections,,,
1,,,,phellodendron amurense,,,zanthoxylum monophyllumtul_dark vomitus,,,
2,,,,berberis aristata,,,,,,
3,,,,p. chinense,,,,,,
4,,,,tinospora cordifolia,,,,,,
5,,,,xanthorhizasimplicissima,,,,,,
6,,,,chelidoniummajus,,,,,,
7,,,,b. aquifolium,,,,,,
8,,,,b. asiatica,,,,,,
9,,,,b. croatica,,,,,,
10,,,,b. thunbergii,,,,,,
11,,,,b. vulgaris,,,,,,
12,,,,berberis,,,,,,
13,,,,b. lycium,,,,,,
14,,,,b. aristata,,,,,,
15,,,,b. pseudumbellata,,,,,,
16,,,,c. fenestratum,,,,,,
17,,,,annickia chlorantha (oliv.) setten &maas,,,,,,
18,,,,enantia chlorantha oliv,,,,,,
19,,,,annickia pilosa (exell) setten & maas,,,,,,
20,,,,enantia pilosa exell,,,,,,
21,,,,annickia polycarpa (dc.) setten &maas ex i. m. turner,,,,,,
22,,,,enantiapolycarpa (dc.) engl. & diels,,,,,,
23,,,,coelocline polycarpa a.dc,,,,,,
24,,,,xylopia macrocarpa a.chev,,,,,,
25,,,,rollinia mucosa (jacq.) baill,,,,,,
26,,,,xylopia polycarpa (dc.) oliv,,,,,,
27,,,,berberis aetnensis c.presl,,,,,,
28,,,,berberis amurensis rupr,,,,,,
29,,,,berberis aquifolium pursh,,,,,,
30,,,,berberis aristata dc,,,,,,
31,,,,berberis asiatica roxb. ex dc,,,,,,
32,,,,berberis barandana vidal,,,,,,
33,,,,berberis beaniana c. k. schneid,,,,,,
34,,,,berberis chitria buch.-ham. ex lindl,,,,,,
35,,,,berberis concinna hook.f,,,,,,
36,,,,berberis congestiflora gay,,,,,,
37,,,,berberis coriaria royle ex lindl,,,,,,
38,,,,berberis croatica mart. ex schult. &schult.f,,,,,,
39,,,,berberis darwinii hook,,,,,,
40,,,,berberis densiflora raf,,,,,,
41,,,,berberis floribunda wall. ex g.don,,,,,,
42,,,,berberis fortunei lindl,,,,,,
43,,,,berberis guimpelii k. koch & c. d.bouche,,,,,,
44,,,,berberis heteropoda schrank,,,,,,
45,,,,berberis himalaica ahrendt,,,,,,
46,,,,berberis horrida gay,,,,,,
47,,,,berberis iliensis popov,,,,,,
48,,,,berberis integerrima bunge,,,,,,
49,,,,berberis jaeschkeana c. k. schneid,,,,,,
50,,,,berberis jamesonii lindl,,,,,,
51,,,,berberisglauca benth,,,,,,
52,,,,berberis japonica r.br,,,,,,
53,,,,berberis kawakamii hayata,,,,,,
54,,,,berberis koreana palib,,,,,,
55,,,,berberis lambertii r. parker,,,,,,
56,,,,berberis laurina thunb,,,,,,
57,,,,berberis leschenaultii wall. ex wight& arn,,,,,,
58,,,,mahonia leschenaultii (wall.ex wight & arn.) takeda,,,,,,
59,,,,mahonia,,,,,,
60,,,,berberis libanotica ehrenb. ex c. k.schneid,,,,,,
61,,,,berberis lycium royle,,,,,,
62,,,,berberis microphylla g. forst,,,,,,
63,,,,berberis heterophylla juss. expoir,,,,,,
64,,,,berberis buxifolia lam,,,,,,
65,,,,berberis mingetsensis hayata,,,,,,
66,,,,berberis nummularia bunge,,,,,,
67,,,,berberis morrisonensis hayata,,,,,,
68,,,,berberis nepalensis spreng,,,,,,
69,,,,mahonia acanthifolia wall. exg.don,,,,,,
70,,,,berberis nervosa pursh,,,,,,
71,,,,berberis oblonga (regel) c. k.schneid,,,,,,
72,,,,berberis petiolaris wall. ex g. don,,,,,,
73,,,,berberis pseudumbellata r. parker,,,,,,
74,,,,berberis repens lindl,,,,,,
75,,,,berberis sargentiana c. k. schneid,,,,,,
76,,,,berberis swaseyi buckley,,,,,,
77,,,,berberis thunbergii dc,,,,,,
78,,,,berberis tinctoria lesch,,,,,,
79,,,,berberis trifolia (cham. & schltdl.)schult. & schult.f,,,,,,
80,,,,berberis turcomanica kar. ex ledeb,,,,,,
81,,,,berberis umbellata wall. ex g.don,,,,,,
82,,,,berberis vulgaris l,,,,,,
83,,,,berberis waziristanica hieron,,,,,,
84,,,,caulophyllum thalictroides (l.)michaux,,,,,,
85,,,,leontice thalictroides l,,,,,,
86,,,,jeffersonia diphylla (l.) pers,,,,,,
87,,,,mahonia borealis takeda,,,,,,
88,,,,mahonia fortunei (lindl.) fedde,,,,,,
89,,,,mahonia napaulensis dc,,,,,,
90,,,,mahonia griffithii,,,,,,
91,,,,mahoniamanipurensis takeda,,,,,,
92,,,,mahoniasikkimensis takeda,,,,,,
93,,,,mahonia simonsii takeda,,,,,,
94,,,,nandina domestica thunb,,,,,,
95,,,,nandina,,,,,,
96,,,,sinopodophyllum hexandrum (royle)t.s.ying,,,,,,
97,,,,tinospora sinensis (lour.) merr,,,,,,
98,,,,tinospora cordifolia) (willd.) miers,,,,,,
99,,,,tinospora,,,,,,
100,,,,argemone albiflora hornem,,,,,,
101,,,,argemone alba f.lestib,,,,,,
