,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,crataegus pinnatifi da,crataegus pinnatifi da,,,crataegus pinnatifi da_metabolic syndrome,crataegus pinnatifi da_low hdl cholesterol,,,,
1,phyllanthus emblica,phyllanthus emblica,,,phyllanthus emblica_metabolic syndrome,crataegus pinnatifi da_insulin resistance,,,,
2,lycium barbarum l,lycium barbarum l,,,lycium barbarum l_metabolic syndrome,crataegus pinnatifi da_glucose intolerance,,,,
3,,,,,,crataegus pinnatifi da_cardiovascular disease,,,,
4,,,,,,crataegus pinnatifi da_high blood pressure,,,,
5,,,,,,crataegus pinnatifi da_diabetes,,,,
6,,,,,,crataegus pinnatifi da_high ldl cholesterol,,,,
7,,,,,,phyllanthus emblica_low hdl cholesterol,,,,
8,,,,,,phyllanthus emblica_insulin resistance,,,,
9,,,,,,phyllanthus emblica_glucose intolerance,,,,
10,,,,,,phyllanthus emblica_cardiovascular disease,,,,
11,,,,,,phyllanthus emblica_high blood pressure,,,,
12,,,,,,phyllanthus emblica_diabetes,,,,
13,,,,,,phyllanthus emblica_high ldl cholesterol,,,,
14,,,,,,lycium barbarum l_low hdl cholesterol,,,,
15,,,,,,lycium barbarum l_insulin resistance,,,,
16,,,,,,lycium barbarum l_glucose intolerance,,,,
17,,,,,,lycium barbarum l_cardiovascular disease,,,,
18,,,,,,lycium barbarum l_high blood pressure,,,,
19,,,,,,lycium barbarum l_diabetes,,,,
20,,,,,,lycium barbarum l_high ldl cholesterol,,,,
