,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,sechium edule,sechium edule,,pastadendron italica,,solanum melongena_obstructions in the liver and spleen,,,,
1,sicana odorifera,sicana odorifera,,a.odoratissima,,solanum melongena_hemorrhoids,,,,
2,cucumis melo,cucumis melo,,pastadendron,,solanum melongena_leprosie,,,,
3,cucumis,lycopersicon esculentum,,abelomoschus esculentus,,solanum melongena_insanity,,,,
4,lycopersicon esculentum,solanum melongena,,phaseolus spp,,solanum melongena_melancholy,,,,
5,solanum melongena,artocarpus altilis,,ph. vulgaris,,solanum melongena_bad breath,,,,
6,artocarpus altilis,artocarpus heterophyllus,,vigna,,solanum melongena_cancer,,,,
7,artocarpus heterophyllus,artocarpus odoratissima,,vicia,,solanum melongena_changes in skin color,,,,
8,a. heterophyllus,abelmoschus esculentus,,cicer,,solanum melongena_pustules,,,,
9,artocarpus odoratissima,solanum macrocarpum,,p. persicavar. nectarina,,,,,,
10,abelmoschus esculentus,momordica charantia,,hibiscus e,,,,,,
11,solanum macrocarpum,cucurbita moschata,,pisum,,,,,,
12,momordica charantia,zea mays,,,,,,,,
13,cucurbita moschata,cucurbita pepo,,,,,,,,
14,cucurbita,cucumis sativus,,,,,,,,
15,zea mays,capsicum spp,,,,,,,,
16,cucurbita pepo,cucurbita maxima,,,,,,,,
17,cucumis sativus,luffa acutangula,,,,,,,,
18,capsicum spp,malus sylvestris,,,,,,,,
19,cucurbita maxima,pyrus communis,,,,,,,,
20,luffa acutangula,prunus armeniaca,,,,,,,,
21,malus sylvestris,prunus persica,,,,,,,,
22,pyrus communis,prunus,,,,,,,,
23,prunus armeniaca,fragaria chiloensis,,,,,,,,
24,prunus,fragaria virginica,,,,,,,,
25,prunus persica,fragaria vesca,,,,,,,,
26,fragaria chiloensis,rubus,,,,,,,,
27,f. virginica,,,,,,,,,
28,f. vesca,,,,,,,,,
29,rubus,,,,,,,,,
