,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,tripsacum spp,tripsacum spp,n,hordeum vulgare,,,,,,
1,tripsacum,euchlaena,eurospor,secale cereale,,,,,,
2,euchlaena,tripsacum,hordeum vulgar,,,,,,,
3,zea,zea,,,,,,,,
4,helminthosporium maydis,helminthosporium maydis,,,,,,,,
5,avena sativa,a,,,,,,,,
6,a. brevis,neurospora,,,,,,,,
7,a. strigosa,claviceps purpurea,,,,,,,,
8,a. nuda,sorghum bicolor,,,,,,,,
9,a. barbata,sorghum,,,,,,,,
10,a. abyssinica,avena sativa,,,,,,,,
11,neurospora,a. brevis,,,,,,,,
12,claviceps purpurea,a. strigosa,,,,,,,,
13,sorghum,a. nuda,,,,,,,,
14,sorghum bicolor,a. barbata,,,,,,,,
15,,a. abyssinica,,,,,,,,
