,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,valeriana officinalis,valeriana officinalis,,,cannabis sativa_epilepsy,cannabis sativa_nausea,,,,
1,helleborus niger,helleborus niger,,,cannabis sativa_spinal cord injuries,cannabis sativa_vomiting,,,,
2,peucedanum ostruthium,peucedanum ostruthium,,,cannabis sativa_hypertension,cannabis sativa_chronic pain,,,,
3,cannabis,cannabis sativa,,,cannabis sativa_glaucoma,cannabis indica_nausea,,,,
4,c. sativa,cannabis indica,,,cannabis sativa_cancer,cannabis indica_vomiting,,,,
5,c. indica,cannabis ruderalis,,,cannabis sativa_tourette's syndrome,cannabis indica_chronic pain,,,,
6,c. ruderalis,,,,cannabis sativa_multiple sclerosis,cannabis ruderalis_nausea,,,,
7,,,,,cannabis sativa_aids,cannabis ruderalis_vomiting,,,,
8,,,,,cannabis sativa_alzheimer's disease,cannabis ruderalis_chronic pain,,,,
9,,,,,cannabis indica_epilepsy,,,,,
10,,,,,cannabis indica_spinal cord injuries,,,,,
11,,,,,cannabis indica_hypertension,,,,,
12,,,,,cannabis indica_glaucoma,,,,,
13,,,,,cannabis indica_cancer,,,,,
14,,,,,cannabis indica_tourette's syndrome,,,,,
15,,,,,cannabis indica_multiple sclerosis,,,,,
16,,,,,cannabis indica_aids,,,,,
17,,,,,cannabis indica_alzheimer's disease,,,,,
18,,,,,cannabis ruderalis_epilepsy,,,,,
19,,,,,cannabis ruderalis_spinal cord injuries,,,,,
20,,,,,cannabis ruderalis_hypertension,,,,,
21,,,,,cannabis ruderalis_glaucoma,,,,,
22,,,,,cannabis ruderalis_cancer,,,,,
23,,,,,cannabis ruderalis_tourette's syndrome,,,,,
24,,,,,cannabis ruderalis_multiple sclerosis,,,,,
25,,,,,cannabis ruderalis_aids,,,,,
26,,,,,cannabis ruderalis_alzheimer's disease,,,,,
